system:index,city,greenSpaceArea_m2,.geo
00000000000000000761,Mint Hill,2.750432190472372E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153,Miramar,7.654366947953905E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013aa,Miramar Beach,3.466956576954582E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c9,Mishawaka,2836.494209289551,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000229,Mission,2.7089031106629718E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000128d,Mission,1.101035933987218E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000510,Mission Bend,1.085456691961701E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,Mission Viejo,7.25833276448768E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000217,Missoula,34507.77692892037,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000028e,Missouri City,1.388322131785207E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ca1,Mitchell,293471.7428076052,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa8,Mitchellville,1.555587632866239E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e25,Moberly,1.58934604492342E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,Mobile,1.2981671276546201E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,Modesto,1.1642498524685167E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009fa,Mokena,1.8894595572162226E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001220,Molalla,3.1402498049752843E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000484,Moline,1.3499002947806722E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e5d,Moncks Corner,2.5652410393308228E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012e2,Monett,3.1183880587943757E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fc2,Monfort Heights,2.0529578949836093E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d1,Monmouth,9341099.605113102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000144f,Monmouth,5.734423080237196E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012bf,Monmouth Junction,1.5498637224591315E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014a1,Monona,7.152246735984494E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186,Monroe,2.2550061969453806E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000405,Monroe,1.5204564154685438E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000586,Monroe,2.724988066360033E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000968,Monroe,2.5167421975927085E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009bf,Monroe,2047761.520638918,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a14,Monroe,136664.23197174072,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cee,Monroe,1.456904412553007E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d10,Monroe,2.444004843955792E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116a,Monroe,7.862346146678928E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006dc,Monroeville,27945.82515827254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051b,Monrovia,7.197587743852691E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e9,Monsey,4.7823794781925246E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014bd,Montague,6.14422575044494E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d0,Montclair,3.835272664568186E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000511,Montclair,3.5618359222154774E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000090f,Montclair,2.20926684979047E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328,Montebello,1.975635387464554E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014bc,Montecito,9.107162606728444E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000679,Monterey,7.917251383222179E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000340,Monterey Park,2.1567953290225487E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,Montgomery,2.406600308388049E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000079b,Montgomery,1.0487288557221195E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000878,Montgomery,2.0868673833544528E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000894,Montgomery,4.982050531754415E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009a4,Montgomery,1.0241493248715004E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001127,Montgomery,1.9722458685835853E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000058e,Montgomery Village,2.0662862716646495E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ec5,Montgomeryville,1.0022145609370221E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d7a,Monticello,773.1326522827148,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000014cb,Montpelier,3867.528923034668,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009c0,Montrose,2.971761134373945E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008f0,Montville,8.657683293392225E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001185,Monument,1272055.5173423616,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e99,Moody,3.196029944956355E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000745,Moon,4.0458696592004426E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000321,Moore,8.339942197923402E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001354,Moore,4.641474130983091E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000095b,Moorestown,1.2497207103684841E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d92,Moorestown-Lenola,1.1931756517629045E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d8,Mooresville,2.404008672762848E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001314,Mooresville,2.189313097855767E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000456,Moorhead,753.208122253418,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054d,Moorpark,5.727577407295254E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc2,Moraga,1.571112858495437E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c14,Moreau,7201.1376876831055,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012e3,Morehead City,1.150426133593473E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,Moreno Valley,7336686.694588965,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001079,Morgan City,1.2269879969198842E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043b,Morgan Hill,1.0570346756389251E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b5f,Morganton,3.059187070520238E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000247,Morgantown,1539.175552368164,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008a7,Morris,1.4865530151717213E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d72,Morris,1.3938608121425882E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f9,Morristown,2.6164174438012424E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009e1,Morristown,1.423230936401734E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000068c,Morrisville,2.166541818216576E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012c5,Morrisville,1.0014136787182838E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001132,Morro Bay,3.778886117161468E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000beb,Morton,8.226704901900144E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f4,Morton Grove,7714640.6807336025,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ad,Moscow,1229862.8296429801,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007de,Moses Lake,3.6307026056103095E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000103c,Moss Bluff,2.0399623737356842E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f98,Moss Point,1.4601509059892398E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d6b,Moultrie,1.7218179976721504E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001367,Mound,707.2635879516602,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000eb0,Mounds View,352.7750244140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116c,Mount Airy,3.2398173606899744E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012da,Mount Airy,2.2944619456093192E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c9f,Mount Clemens,445069.8606713687,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1e,Mount Dora,1.5925587493837225E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b3e,Mount Holly,2.8175034738209033E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001282,Mount Holly,1.7931936439119977E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d8,Mount Juliet,2.0860095897137207E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000111e,Mount Kisco,2.1181319084403703E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000445,Mount Laurel,1.6733563006757382E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c1,Mount Lebanon,626945.5079288856,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ce,Mount Olive,1.2394048444076484E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000209,Mount Pleasant,9.637513554408294E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044e,Mount Pleasant,1.5084633694675615E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000711,Mount Pleasant,252820.05018265668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000927,Mount Pleasant,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c51,Mount Pleasant,2.2621680439267492E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000137c,Mount Pleasant,8.451440051307459E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037b,Mount Prospect,2.1602315109226067E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000102c,Mount Sinai,9.33847540295527E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002a6,Mount Vernon,7.001707963008758E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f1,Mount Vernon,3724302.345015432,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bc1,Mount Vernon,9.56180007762344E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d4a,Mount Vernon,1.7113470590843633E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e89,Mount Vernon,1.927382245776013E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011c2,Mount Vista,8741502.059431031,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b12,Mount Washington,3.131736938668827E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008fb,Mountain Brook,2.0040288372539482E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c5d,Mountain Home,1.3984405432640795E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ee7,Mountain Home,3.1727020990124583E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000875,Mountain House,4.037773131283105E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e7e,Mountain Park,1.3171898715519446E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff8,Mountain Top,1.0615806797298893E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000245,Mountain View,5.9933054847855285E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000957,Mountlake Terrace,451369.0603014776,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000926,Muhlenberg,8.08678322337235E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000955,Mukilteo,653597.0069243487,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021b,Muncie,1.2626903943328144E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000629,Mundelein,5.4948608904283255E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001139,Munhall,148832.85737819297,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000868,Munster,8688652.652401943,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,Murfreesboro,1.719128488227087E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000145b,Murillo,2.682570066249584E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000098b,Murphy,5.380957556498003E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d7,Murray,1.381580174974189E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b65,Murray,1.765307845955236E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000be0,Murraysville,1.631529613777942E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000011ef,Murrells Inlet,1.683046162638004E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,Murrieta,2.4805156382457808E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000990,Murrysville,160836.02561187744,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086d,Muscatine,8.784541199021584E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000c1d,Muscle Shoals,1.7245501568630835E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ff4,Muscoy,5.269239486678532E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e9,Muskego,1.84981899952832E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000112,Muskegon,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000127b,Muskegon Heights,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000530,Muskogee,1.9880754381247243E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009b1,Mustang,1.0257383996321613E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001160,Myers Corner,4.766145673053251E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,Myrtle Beach,1.1395463219898471E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bb1,Myrtle Grove,1.42080273456154E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fab,Myrtle Grove,5.980089719884102E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000608,Nacogdoches,2.5756529437927923E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,Nampa,4.026255836757547E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f6a,Nanakuli,1.777300127236981E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116e,Nanticoke,7.765798880728239E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dd8,Nantucket,4.476078458445597E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000009aa,Nanuet,5.794206866700186E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000233,Napa,8.967376807915244E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132,Naperville,2936255.7472682013,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a32,Naples,6.96355449046725E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000141d,Napoleon,5751909.215175883,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e91,Naranja,1.4076809178028548E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d5d,Narragansett,9.394492127598722E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,Nashua,3987169.8249232876,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,Nashville,1.2323623449123827E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d91,Natchez,2.745891491047946E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b1b,Natchitoches,2.1784119361306256E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053a,Natick,7.466789066151991E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000379,National City,1.0783189731366498E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000628,Naugatuck,1.883543069430846E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ec,Navarre,7.200490608363774E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab0,Nederland,9.36360079649998E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000613,Needham,7.176778643997654E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000726,Neenah,55009.091897583006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f13,Neosho,2.987183921133155E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f3,Neptune,6.762708101685673E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e49,Nesconset,5.0518307086842686E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012b6,Neshannock,6.607157860304422E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d80,Nether Providence,1.1087010631866923E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000051f,New Albany,2.250251785481821E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001193,New Albany,1.0136092861996192E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000fa7,New Baltimore,8254814.635746627,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001007,New Baltimore,2.776258378782568E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125,New Bedford,2.184506153136536E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bd,New Berlin,1.3417508166960381E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000633,New Bern,2.4565402372479087E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fb,New Braunfels,2.143216785780302E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000089a,New Brighton,352.7750244140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000293,New Britain,3.531438522741105E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f86,New Britain,9.199327260624704E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000382,New Brunswick,8.006959608658305E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e41,New Carrollton,1.3885194411820528E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cfd,New Cassel,8.581453802147372E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000923,New Castle,4.5943589818590686E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000afa,New Castle,1.88974313475226E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b66,New Castle,5923624.75325452,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005bc,New City,5.49101645099566E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000dfd,New Franklin,1.3814024454647678E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001066,New Garden,2.9691836922067523E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000eb8,New Hanover,1.7127769684981167E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000091c,New Hartford,43709.227349674,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,New Haven,1.2182588483926108E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000cae,New Haven,904.7386016845703,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000093d,New Hope,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001205,New Hyde Park,6.329457841493657E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e6,New Iberia,1.2700448984158292E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000f99,New Kensington,103725.40216602998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e96,New Kingman-Butler,793436.4671852262,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072c,New Lenox,1.8877022416615956E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000715,New London,1.5288239771493146E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bbe,New Milford,4.864323379892495E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,New Orleans,7.210946404547042E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000d3e,New Paltz,5.393151501392809E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b48,New Philadelphia,5.1518147565972E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000bd4,New Port Richey,1.0770321464634857E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010a7,New Port Richey East,1.2878251879583779E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e3f,New Providence,1.2399192493469605E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000121c,New Richmond,120589.15045166016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000acb,New River,1368317.2012750963,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f,New Rochelle,7.442779810374396E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000013c1,New Scotland,167179.7703745225,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000669,New Smyrna Beach,1.968695079335333E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000012f9,New Square,5.6083859085444346E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
