city,state,country,greenspacearea_km2,adjusted_obesity_rate,adjusted_smoking_rate,adjusted_exercising_rate,adjusted_chronic_rate,adjusted_life_expectancy,population_city,population_state
Silver Spring,Maryland,United States,92.31,0.43946835186197075,0.12972258579058174,0.6843528250380689,0.20782087723593193,1.0166014886445587,81808.0,6180253
Layton,Utah,United States,19.92,0.7436736153252419,0.16499511079563245,1.3366995207936019,0.36824995742793326,1.8795095229763346,81726.0,3417734
Springfield,Ohio,United States,85.7,0.26385025880424423,0.12257610448386147,0.33794993778601357,0.14058163395606713,0.5214678343296479,81620.0,11785935
Lakewood,California,United States,13.59,0.0587735289800823,0.02070668814600764,0.11461883943446653,0.03032797758758695,0.16523518823581856,81499.0,38965193
Florence,Alabama,United States,249.94,0.6092950763320822,0.2577174996496014,0.7301995823405373,0.3579409717355575,1.1645012947130138,81268.0,5108468
Folsom,California,United States,42.4,0.05846920096097047,0.020599469377708457,0.1140253456463054,0.0301709399976538,0.1643796041251483,81077.0,38965193
Madera,California,United States,84.16,0.05836823905889546,0.020563899170215838,0.11382845197250786,0.030118842219002993,0.1640957610552577,80937.0,38965193
Parma,Ohio,United States,6.17,0.26051091406833654,0.12102475535458154,0.33367277182506094,0.13880240303378563,0.5148680270169486,80587.0,11785935
Terre Haute,Indiana,United States,133.72,0.44262428122530406,0.1984177812389294,0.547116485546397,0.22189917546838847,0.8805522836047163,80567.0,6862199
Flagstaff,Arizona,United States,5.48,0.35815115004768994,0.1413186766754439,0.582535003089616,0.181233112072325,0.8231003839951427,80167.0,7431344
Boynton Beach,Florida,United States,57.79,0.11190037860792264,0.042493814661236445,0.1922845113420949,0.05842899515920011,0.274439219687152,80068.0,22610726
Newark,Ohio,United States,20.86,0.25848079935957563,0.120081631198543,0.331072519914627,0.1377207408661256,0.510855753064988,79959.0,11785935
Anniston,Alabama,United States,324.92,0.5976666781508664,0.25279896047112366,0.7162637213348503,0.35110966732100507,1.142276784351003,79717.0,5108468
Texarkana,Texas,United States,244.2,0.09260423978375325,0.03130284161704335,0.12886336465682846,0.04330226423690997,0.19955561530865135,79570.0,30503301
Port Huron,Michigan,United States,0.29,0.2727859223746399,0.1265094132751953,0.40957422547844474,0.15181129593023435,0.6009197130571776,79363.0,10037261
Turlock,California,United States,139.07,0.05718842711750459,0.020148235888373504,0.11152760875584523,0.02951004246276927,0.16077885203853604,79301.0,38965193
Rancho Cordova,California,United States,31.94,0.05706366705279761,0.020104281274829053,0.11128430443036687,0.02944566449343649,0.1604281031021712,79128.0,38965193
The Villages,Florida,United States,163.87,0.11055871447913702,0.04198432195410266,0.18997905684231456,0.05772844268689117,0.27114874595357974,79108.0,22610726
Milpitas,California,United States,33.56,0.057037705420835465,0.020095134650045237,0.11123367462853322,0.029432267921783425,0.16035511488419935,79092.0,38965193
Perris,California,United States,7.92,0.05688554141127956,0.020041525265895643,0.11093692773445264,0.02935374912681685,0.1599273228288642,78881.0,38965193
Upland,California,United States,70.53,0.056861022092204186,0.020032886786933147,0.11088911069938752,0.02934109680914451,0.15985838951189077,78847.0,38965193
Alton,Illinois,United States,164.43,0.20953097722182598,0.08029929665986146,0.3136691275775838,0.09786476780420614,0.48179577995916867,78729.0,12549689
Pleasanton,California,United States,74.85,0.0567485216870349,0.019993251412869943,0.1106697148914417,0.029283044998647898,0.1595421072340127,78691.0,38965193
Jonesboro,Arkansas,United States,133.3,0.9555510716059942,0.5084349284748472,1.1957163142021532,0.5723086632078682,1.88555264931878,78379.0,3067732
Battle Creek,Michigan,United States,0.04,0.26926279988136204,0.12487550139425486,0.4042844357639001,0.14985060167310582,0.5931586316227107,78338.0,10037261
Chino Hills,California,United States,66.14,0.05641102047152699,0.01987434529068033,0.11001152746760423,0.029108889567158052,0.15859326040037836,78223.0,38965193
Cheyenne,Wyoming,United States,0.99,4.592697630539484,2.1289764526407526,7.33760437765492,2.16914581967171,10.216409014873546,78204.0,584057
Lebanon,Pennsylvania,United States,85.41,0.201371210821928,0.09405361942581068,0.3062771709507168,0.11153794611394216,0.46303320332706793,78147.0,12961683
Carmichael,California,United States,46.46,0.056354049112498944,0.019854273530738063,0.10990042318024705,0.029079491534919386,0.1584330918109401,78144.0,38965193
Davis,California,United States,69.74,0.05615933687278284,0.019785673844859436,0.10952069966649465,0.028979017247521395,0.15788568017615104,77874.0,38965193
Elizabethtown,Kentucky,United States,201.99,0.6477749100008529,0.3024095070561011,0.6340290233164846,0.38488482716231043,1.2629033391263311,77770.0,4526154
Schaumburg,Illinois,United States,40.79,0.20644905224344604,0.07911819966215897,0.30905546743030843,0.09642530583825623,0.47470919797295374,77571.0,12549689
Alameda,California,United States,31.69,0.055936499531774424,0.01970716531546501,0.1090861272007558,0.028864030007499257,0.1572591979718925,77565.0,38965193
Hammond,Indiana,United States,3.15,0.42517026976338057,0.19059356920427403,0.525542031060306,0.21314902118111118,0.8458294491313937,77390.0,6862199
Pasco,Washington,United States,65.1,0.313531732216545,0.09989496830874146,0.5805776871012994,0.15627133656218964,0.7833348009952796,77274.0,7812880
Evanston,Illinois,United States,5.2,0.20541109823518336,0.07872042088054931,0.30750164406464575,0.09594051294816948,0.4723225252832959,77181.0,12549689
Lehi,Utah,United States,22.81,0.7016698783462961,0.15567595371670237,1.261200842429516,0.3474506793097415,1.773352168425044,77110.0,3417734
Alexandria,Louisiana,United States,106.28,0.6760473519644389,0.28828951916688045,0.7738297619742579,0.35066795313866156,1.2323955468478922,77109.0,4573749
North Port,Florida,United States,193.18,0.10757770449299152,0.040852292845439814,0.18485662512561515,0.05617190266247975,0.26383772462679883,76975.0,22610726
Camarillo,California,United States,78.2,0.05534731471752238,0.019499587747454507,0.10793711197580877,0.02856000225637276,0.1556027709140309,76748.0,38965193
Flower Mound,Texas,United States,70.73,0.08918264288838772,0.030146245483398663,0.12410204390665783,0.04170230625203482,0.1921823149566665,76630.0,30503301
Bethlehem,Pennsylvania,United States,43.66,0.1972689040458712,0.09213757194956858,0.30003773429731306,0.1092657103248089,0.4536003542132607,76555.0,12961683
Hattiesburg,Mississippi,United States,277.44,1.0279279447832934,0.4710252101412054,1.0357349924651917,0.567312131551286,1.8710890944283243,76501.0,2939690
Loveland,Colorado,United States,24.76,0.32538735982822947,0.14186888888510807,0.7705172680732475,0.19262931701831187,1.0191132109820147,76500.0,5877610
Pittsburg,California,United States,19.26,0.055110054247646104,0.019415997759846846,0.10747441184238456,0.02843757247654336,0.15493573969978797,76419.0,38965193
Cedar Park,Texas,United States,22.3,0.08884979366659365,0.030033733070397854,0.12363886780647117,0.041546664080717034,0.19146504832378633,76344.0,30503301
Southfield,Michigan,United States,0.04,0.2615944230203837,0.1213191527051055,0.392770756882779,0.1455829832461266,0.5762659753492512,76107.0,10037261
Rochester Hills,Michigan,United States,0.08,0.2613675683037434,0.12121394472057666,0.3924301460328669,0.14545673366469197,0.5757662374227391,76041.0,10037261
Hammond,Louisiana,United States,3.15,0.6666048355517542,0.284262909923566,0.763021495057993,0.3457700892637528,1.215182381018285,76032.0,4573749
Valdosta,Georgia,United States,140.39,0.254687205186728,0.08810800611865184,0.337976804720766,0.11977182081754233,0.5203879111382874,75919.0,11029227
Owensboro,Kentucky,United States,108.93,0.6300666747088146,0.2941425324900567,0.6166965595956302,0.37436322316916304,1.2283793260238163,75644.0,4526154
Apple Valley,California,United States,3.13,0.05452159058983745,0.019208674264747004,0.10632680300082178,0.028133916852407227,0.15328134009242558,75603.0,38965193
St. Joseph,Missouri,United States,89.23,0.44078961214017204,0.2155509641784358,0.5461431732835649,0.2131290432326107,0.909431315157333,75033.0,6196156
Dover,New Hampshire,United States,147.61,1.6058802300054063,0.6115106836113302,3.015013544414124,0.9092897991090215,4.2008125221995725,74554.0,1402054
Missouri City,Texas,United States,138.83,0.08672351559590222,0.02931499118734723,0.12068004705457942,0.04055240447583034,0.18688306881933858,74517.0,30503301
Saratoga Springs,New York,United States,0.02,0.11433136806624587,0.043681419693083964,0.19257808508168325,0.05963463384186246,0.2951344617524021,74339.0,19571216
Pocatello,Idaho,United States,0.31,1.2552533024961243,0.4688295467154199,2.162665328396937,0.6200648843655553,2.964212617942655,74284.0,1964726
Oshkosh,Wisconsin,United States,0.71,0.4735719862526445,0.18842386720927498,0.690887513100675,0.21354704950384498,0.9760356321440444,74251.0,5910955
New Britain,Connecticut,United States,35.31,0.6278066646466747,0.21132054398237743,1.1017391467819095,0.3282649226910717,1.6084981211862515,74212.0,3617176
Castle Rock,Colorado,United States,4.55,0.31503025889774927,0.13735319287941866,0.7459916530698703,0.18649791326746756,0.9866747708677506,74065.0,5877610
Broomfield,Colorado,United States,17.68,0.3145241007824609,0.13713250794115295,0.7447930706528675,0.18619826766321687,0.9850894836506675,73946.0,5877610
Bolingbrook,Illinois,United States,3.03,0.19629307148567587,0.07522608727594765,0.29385190342167045,0.09168179386756119,0.4513565236556858,73755.0,12549689
Redmond,Washington,United States,0.4,0.2991441824269667,0.09531092247673073,0.5539357573647617,0.14910025496359858,0.7473886198175321,73728.0,7812880
Mansfield,Texas,United States,71.88,0.08574940790834408,0.028985715349299408,0.11932452818794922,0.04009690623319752,0.18478393535178372,73680.0,30503301
Ellicott City,Maryland,United States,205.87,0.3953163082482222,0.11668975363953547,0.6155979860371412,0.18694174817762313,0.9144666407669717,73589.0,6180253
Sheboygan,Wisconsin,United States,1.14,0.4689798348997751,0.18659675128638264,0.6841880880500697,0.21147631812456702,0.9665711716634622,73531.0,5910955
Mansfield,Ohio,United States,71.88,0.23743290625648283,0.11030347613490146,0.3041135387222142,0.1265062466405932,0.46925716118407235,73448.0,11785935
Daytona Beach,Florida,United States,197.62,0.10248217593720786,0.038917282001471334,0.1761007010566578,0.05351126275202309,0.25134077959283574,73329.0,22610726
Lodi,California,United States,82.17,0.05281677675765651,0.01860804590394304,0.10300211268041197,0.0272542086471893,0.14848844711227274,73239.0,38965193
Redlands,California,United States,15.21,0.05281317097543955,0.018606775539389733,0.10299508076349063,0.027252348012237488,0.14847830985977664,73234.0,38965193
Harrisonburg,Virginia,United States,106.94,0.2954705406268093,0.10324680823039074,0.41802366259133805,0.15193229503821729,0.6513782372909204,73160.0,8715698
Dothan,Alabama,United States,194.95,0.5475843442691625,0.2316153101086275,0.6562433786411112,0.3216879307064271,1.0465580678982427,73037.0,5108468
Cleveland,Tennessee,United States,0.51,0.39776150640238134,0.19632444531942728,0.4877435438404522,0.23313527881681992,0.7546220866965486,72870.0,7126489
Jackson,Tennessee,United States,189.22,0.39757591711711054,0.19623284340998773,0.4875159703466883,0.23302650154936044,0.7542699918571403,72836.0,7126489
Mount Vernon,New York,United States,70.02,0.11199057329907351,0.042787096110941704,0.18863528459345605,0.058413687734068236,0.2890919450278409,72817.0,19571216
Altoona,Pennsylvania,United States,0.27,0.18642819763452012,0.0870742479969615,0.28354947424651566,0.10326112743229408,0.42867322090811816,72348.0,12961683
Framingham,Massachusetts,United States,58.29,0.2789579625443429,0.1097371396773702,0.5476601176422027,0.16409291914373114,0.8102087882721725,71805.0,7001399
Camden,New Jersey,United States,57.5,0.22488286044288133,0.08268888682951306,0.3947765633895534,0.10355430687060514,0.5989148345128282,71799.0,9290841
Georgetown,Texas,United States,22.38,0.0835474822872449,0.028241402463294055,0.11626044014056051,0.03906727340755678,0.1800389407034996,71788.0,30503301
Rocklin,California,United States,76.97,0.05168960923663332,0.018210929944579,0.10080393545080092,0.026672574161252068,0.14531954198199404,71676.0,38965193
Porterville,California,United States,79.44,0.05168456114152957,0.01820915143420437,0.10079409076711104,0.02666996927231953,0.1453053498284995,71669.0,38965193
Blacksburg,Virginia,United States,277.23,0.2878656878657338,0.10058943070308311,0.4072645243100438,0.1480218451809597,0.6346129937040039,71277.0,8715698
Sumter,South Carolina,United States,252.87,0.46397403581055746,0.2147536965751723,0.6296790486000423,0.2280100975983311,0.9915787965322771,71234.0,5373555
Janesville,Wisconsin,United States,26.78,0.4541255008708407,0.18068653880802676,0.6625173089627648,0.2047780773157637,0.9359562710255788,71202.0,5910955
Brunswick,Georgia,United States,61.69,0.2387220790722686,0.08258493546283888,0.3167906508769835,0.11226389664479658,0.48776727507739204,71160.0,11029227
Dublin,California,United States,68.59,0.051251146119050406,0.018056453614896762,0.0999488543531659,0.026446320951111418,0.1440868520784691,71068.0,38965193
Waukesha,Wisconsin,United States,26.75,0.4524863579573859,0.1800343599299944,0.6601259864099794,0.20403894125399363,0.9325779844373709,70945.0,5910955
St. Charles,Missouri,United States,99.22,0.4152585570795829,0.20306599769276307,0.5145099155024503,0.2007843572692489,0.856755979029579,70687.0,6196156
Spring Hill,Tennessee,United States,169.94,0.3849940552774304,0.19002277278474716,0.47208782613710626,0.22565204268188727,0.7304000328913719,70531.0,7126489
Bayonne,New Jersey,United States,16.73,0.2208048442546805,0.08118941008677255,0.38761770204701107,0.101676457491846,0.58805413847896,70497.0,9290841
Noblesville,Indiana,United States,37.78,0.3869988905888623,0.17348226129845548,0.4783593713910074,0.19401270642253304,0.769891692152909,70442.0,6862199
El Paso de Robles,California,United States,23.54,0.05057325906226103,0.017817625078874882,0.09862685397195389,0.026096521580170284,0.1421810486092036,70128.0,38965193
Lake Elsinore,California,United States,12.15,0.05047590294240298,0.01778332523593557,0.09843699221507769,0.02604628443647129,0.14190734279180908,69993.0,38965193
Rogers,Arkansas,United States,233.07,0.8529237234543304,0.45382839830858757,1.0672949266754723,0.5108420161865509,1.6830419997574755,69961.0,3067732
Casas Adobes,Arizona,United States,4.22,0.3123586258421088,0.12324993971480798,0.5080531866106588,0.15806099138998275,0.7178603358961716,69917.0,7431344
Sherman,Texas,United States,140.34,0.08132693573066074,0.027490795176561382,0.113170440143511,0.03802893332757658,0.1752538192505788,69880.0,30503301
Walnut Creek,California,United States,92.67,0.050343210156818675,0.01773657582037384,0.09817821767237235,0.02597781307024451,0.14153429189995287,69809.0,38965193
Conway,Arkansas,United States,239.29,0.8491443841900139,0.45181746645404486,1.0625657000024773,0.5085784547020404,1.6755843730808295,69651.0,3067732
Union City,California,United States,74.55,0.050121815128697046,0.017658575436800737,0.09774645797340205,0.0258635700842031,0.14091186459669275,69502.0,38965193
Michigan City,Indiana,United States,0.01,0.38159842056460336,0.17106136094275318,0.47168398934510647,0.19130530898331569,0.7591480515210941,69459.0,6862199
Poinciana,Florida,United States,228.08,0.09686675253151977,0.03678484273348852,0.16645141336903554,0.05057915875854672,0.23756877598711337,69311.0,22610726
Tulare,California,United States,133.56,0.04994801642583934,0.017597343865331298,0.09740751957779344,0.025773887479525637,0.14042324902638106,69261.0,38965193
Gary,Indiana,United States,0.61,0.37982390192997906,0.17026588707205953,0.4694905525182234,0.19041569619301332,0.7556178420357672,69136.0,6862199
Dalton,Georgia,United States,319.47,0.23018095465801908,0.0796301680979093,0.30545634793807397,0.10824725975809545,0.4703156803282768,68614.0,11029227
Dubuque,Iowa,United States,54.83,0.8000231368591993,0.3315603909443206,1.0374631587612613,0.34225588742639546,1.657801954721603,68601.0,3207004
Southampton,New York,United States,37.66,0.10526040385022577,0.040215768912876954,0.17729908555503143,0.05490326712453636,0.2717187169156991,68441.0,19571216
Ankeny,Iowa,United States,42.94,0.7975857841150182,0.3305502581225343,1.0343024205769622,0.34121316967487414,1.6527512906126716,68392.0,3207004
Maricopa,Arizona,United States,25.5,0.3054741107395917,0.1205334593580919,0.49685548132343227,0.15457726085617893,0.7020383930551459,68376.0,7431344
Franklin,New Jersey,United States,185.68,0.21366988198377307,0.07856590162289936,0.37509244387626495,0.09839094221933192,0.5690520911938973,68219.0,9290841
Hanford,California,United States,118.1,0.04912661923681477,0.017307954820087765,0.09580564890311206,0.025350034837502283,0.13811398290777105,68122.0,38965193
Bristol,Tennessee,United States,201.32,0.37163162673793504,0.18342743530509906,0.4557025345861055,0.21782007942480514,0.7050492044539745,68083.0,7126489
Watsonville,California,United States,132.96,0.04905306127958869,0.017282039383200287,0.09566219779791672,0.025312077884485265,0.13790718295685075,68020.0,38965193
Shawnee,Kansas,United States,145.1,0.8215667090397498,0.34749740354342357,1.125339273726716,0.39812616432458464,1.7581987834912292,67671.0,2940546
San Marcos,Texas,United States,31.65,0.07854659730105933,0.026550962467963714,0.10930146215978395,0.03672883141401648,0.16926238573326868,67491.0,30503301
Great Falls,Montana,United States,2.6,1.811995282535849,0.950554902313888,3.7546918641398577,0.974318774871735,4.562663531106662,67300.0,1132812
Haverhill,Massachusetts,United States,11.92,0.2613514241939361,0.10281103819393808,0.5130943401454481,0.15373613187878593,0.7590721511515055,67273.0,7001399
Union City,New Jersey,United States,74.55,0.21065991765438674,0.07745914497944803,0.36980852240915035,0.0970049105350097,0.5610358631688993,67258.0,9290841
Palatine,Illinois,United States,49.27,0.17890867255754306,0.06856380265678297,0.26782735412805847,0.08356213448795424,0.4113828159406978,67223.0,12549689
Longview,Washington,United States,203.65,0.27266963014918955,0.08687581276046734,0.5049119018850924,0.13590473679360238,0.6812439970919815,67203.0,7812880
Corvallis,Oregon,United States,8.86,0.4904093393471565,0.20314691079752764,0.9014644166640288,0.2761528318653891,1.2506231695972794,67187.0,4233358
Rockville,Maryland,United States,144.98,0.3606833571376447,0.10646677409484694,0.561666553133019,0.17056411768256088,0.8343518622943106,67142.0,6180253
Old Bridge,New Jersey,United States,120.24,0.21020576070562397,0.07729215256186173,0.3690112605852881,0.09679577984382684,0.5598263386489986,67113.0,9290841
Middletown,New Jersey,United States,157.89,0.20970148988665288,0.07710673339474865,0.3681260250429307,0.09656357266258243,0.558483349354488,66952.0,9290841
Mount Vernon,Washington,United States,70.02,0.27142400753627344,0.08647894246423854,0.5026053388763171,0.13528389019158107,0.6781319052641279,66896.0,7812880
Casper,Wyoming,United States,0.56,3.927436534447836,1.820590113636169,6.274738253286922,1.8549408704972288,8.736542494996208,66876.0,584057
Ames,Iowa,United States,51.1,0.7781919199352417,0.32251269409080874,1.0091526234454338,0.3329163293840606,1.6125634704540437,66729.0,3207004
Delray Beach,Florida,United States,63.23,0.09314223700733891,0.035370469749622366,0.1600513756170412,0.04863439590573076,0.22843428379964445,66646.0,22610726
Sammamish,Washington,United States,3.81,0.2701662127154135,0.08607819395664595,0.5002762361638731,0.13465697668465407,0.6749894021154811,66586.0,7812880
Dundalk,Maryland,United States,76.31,0.3562729875297986,0.10516491800578393,0.5547985980509212,0.1684784910908987,0.8241495615147147,66321.0,6180253
Morristown,Tennessee,United States,261.64,0.36146242560677494,0.17840818950257273,0.44323284579545413,0.2118597250343051,0.6857564784005139,66220.0,7126489
Kankakee,Illinois,United States,8.89,0.1758267475791631,0.06738270565908049,0.2632136939807831,0.08212267252200434,0.40429623395448283,66065.0,12549689
Alpharetta,Georgia,United States,179.67,0.22102256123661249,0.07646185902239568,0.2933029123437209,0.1039403396085691,0.4516028548510244,65884.0,11029227
Novi,Michigan,United States,0.01,0.22640788159239858,0.10500075668053267,0.3399399497532245,0.1260009080166392,0.4987535942325302,65870.0,10037261
Gloucester,New Jersey,United States,178.86,0.20613087663431115,0.07579382749096664,0.3618578976001517,0.09491937274569653,0.5489739841635434,65812.0,9290841
Kenner,Louisiana,United States,89.85,0.5767650345482448,0.24595217183977522,0.6601874086225544,0.29916989323200727,1.0514095766951792,65785.0,4573749
Victoria,Texas,United States,73.92,0.0764110087626254,0.02582907338454943,0.10632968543306183,0.03573021818196005,0.16466034282650263,65656.0,30503301
Apex,North Carolina,United States,243.18,0.20626182053032946,0.09012613272439615,0.3048561804905749,0.10766746057008399,0.4603086376058085,65541.0,10835491
Parkersburg,West Virginia,United States,1.42,1.5177266900593254,0.8254952484956818,1.8175702556564115,0.9439519657686047,2.694890317958997,65524.0,1770071
Bozeman,Montana,United States,0.01,1.7575815757601438,0.922010006956141,3.641939527476757,0.9450602571300445,4.425648033389477,65279.0,1132812
Brentwood,New York,United States,27.39,0.10003283393326198,0.038218524592442286,0.1684938432032021,0.05217659444359512,0.2582242922463275,65042.0,19571216
Waltham,Massachusetts,United States,30.77,0.25139821341420476,0.0988956207180879,0.49355384545288733,0.14788130200835575,0.7301639286662566,64711.0,7001399
Pflugerville,Texas,United States,36.54,0.07509823281093413,0.025385318133273507,0.10450289298197595,0.03511635675102836,0.16183140309961863,64528.0,30503301
North Little Rock,Arkansas,United States,207.27,0.7857855901362961,0.41810516694417893,0.9832825031652047,0.4706309416859099,1.5505608703758997,64454.0,3067732
Brentwood,California,United States,27.39,0.046473484681572086,0.016373220581763832,0.09063156443238969,0.02398097963995713,0.13065499252114574,64443.0,38965193
Laguna Niguel,California,United States,67.26,0.04634079189598779,0.016326471166202103,0.09037278988968436,0.023912508273730353,0.13028194162928952,64259.0,38965193
San Clemente,California,United States,67.91,0.04632132067201618,0.01631961119761424,0.09033481753830912,0.023902460844990554,0.1302272004658106,64232.0,38965193
Spring,Texas,United States,146.71,0.07440227534718293,0.02515006490609,0.10353443386340383,0.034790923120091174,0.16033166377632377,63930.0,30503301
Port Charlotte,Florida,United States,140.16,0.0893226869407024,0.03392000769900091,0.1534880348379791,0.04664001058612625,0.21906671638938088,63913.0,22610726
Greenwood,Indiana,United States,2.96,0.3492944900024031,0.15658028862176687,0.4317539319393099,0.1751105002929819,0.6948829376705631,63579.0,6862199
Millcreek,Utah,United States,9.22,0.578006363280466,0.12823935391110017,1.0389246208160143,0.2862153695986873,1.4608135097699235,63520.0,3417734
Bellevue,Nebraska,United States,3.3,1.1300973170459248,0.4353916009015461,1.5462804649665203,0.4674056892031304,2.4874946610330984,63336.0,1978379
Rowlett,Texas,United States,60.69,0.07365860173625144,0.02489868227704274,0.10249957537382594,0.034443177149909125,0.15872909951614747,63291.0,30503301
Hamilton,Ohio,United States,123.33,0.20413967156615068,0.09483654033388102,0.2614702354968019,0.10876733156936637,0.4034571461661718,63149.0,11785935
Lakewood,Washington,United States,13.59,0.2561925179959247,0.08162600731100439,0.47440065635207507,0.12769216985285836,0.6400772058447077,63142.0,7812880
Commerce City,Colorado,United States,8.88,0.2681787325120244,0.11692592737524266,0.6350472385884739,0.15876180964711847,0.8399357902276605,63050.0,5877610
Bossier City,Louisiana,United States,224.22,0.5520935014142665,0.235431393371171,0.6319474243120905,0.28637268901288637,1.0064347868674033,62971.0,4573749
Taylor,Michigan,United States,4.1,0.21632659547260952,0.10032537761048557,0.324803410013947,0.12039045313258268,0.47654554364980645,62937.0,10037261
Port Orange,Florida,United States,176.71,0.08783567586463169,0.03335531994859431,0.15093282276738923,0.045863564929317174,0.2154197746680049,62849.0,22610726
Moore,Oklahoma,United States,83.4,0.6185270993511311,0.24741083974045247,0.5953323331254637,0.30771723192718775,1.1458214515479703,62685.0,4053824
Council Bluffs,Iowa,United States,67.99,0.7308559640087758,0.3028948513940114,0.9477677608135194,0.3126656530518827,1.5144742569700569,62670.0,3207004
Leander,Texas,United States,13.41,0.07272755496200231,0.024583962240676833,0.1012039778907863,0.03400781443293629,0.1567227592843148,62491.0,30503301
Encinitas,California,United States,32.25,0.04466987241664632,0.015737784232199237,0.08711419958833516,0.023050290037059485,0.12558433882259995,61942.0,38965193
Queen Creek,Arizona,United States,19.01,0.27604180347458007,0.10892010920231925,0.4489836562538351,0.1396838041678598,0.6343972772623632,61788.0,7431344
Medford,Massachusetts,United States,56.67,0.23988714255536644,0.09436736857876547,0.47095490486972674,0.1411100838560979,0.6967310390394834,61748.0,7001399
Springfield,Oregon,United States,85.7,0.4506507599876977,0.1866773374706321,0.8283806850259298,0.25376450562414044,1.1492323588035787,61740.0,4233358
Hendersonville,Tennessee,United States,213.45,0.3361840732512181,0.16593147060214364,0.4122359972772006,0.19704362134004558,0.6377990901269895,61589.0,7126489
Palm Harbor,Florida,United States,114.18,0.08607474169560059,0.03268661077048123,0.14790691373642756,0.0449440898094117,0.21110102789269128,61589.0,22610726
Marietta,Georgia,United States,183.7,0.205936372512779,0.07124285319361004,0.2732831321723635,0.09684575356006363,0.4207781016747592,61387.0,11029227
Sanford,Florida,United States,180.2,0.08563171301974117,0.0325183720328131,0.14714563344847928,0.04471276154511802,0.21001448604525128,61272.0,22610726
Caldwell,Idaho,United States,48.56,1.0343622469494476,0.38632806813774545,1.7820939917321805,0.5109500256015342,2.4425903662902617,61212.0,1964726
Huntersville,North Carolina,United States,207.81,0.19260670328645005,0.08415952724246645,0.28467383711545696,0.10053956945744313,0.42983490088266413,61202.0,10835491
Bristol,Connecticut,United States,201.32,0.5164778269014281,0.17384711166943495,0.9063679511309375,0.2700537657000931,1.3232634519304562,61052.0,3617176
Jupiter,Florida,United States,83.36,0.08514815490665803,0.03233474236961697,0.14631470922251677,0.044460270758223334,0.20882854447044294,60926.0,22610726
Richland,Washington,United States,47.46,0.24696192697187208,0.07868503036012328,0.4573080477365581,0.12309143363266811,0.6170152875764123,60867.0,7812880
Meriden,Connecticut,United States,136.17,0.5122818463906651,0.17243473914457028,0.8990044167051867,0.2678597889624392,1.3125129659159522,60556.0,3617176
Euless,Texas,United States,63.13,0.07024747911709621,0.02374562674380717,0.09775283009533951,0.032848116995599926,0.15137837049177072,60360.0,30503301
Union,New Jersey,United States,48.47,0.18778920013807146,0.0690496371641706,0.3296595166309289,0.08647337738316693,0.5001258766563759,59956.0,9290841
St. Cloud,Florida,United States,0.01,0.08364577059577831,0.031764216681941126,0.1437330804857836,0.043675797937669056,0.20514389940420313,59851.0,22610726
Cupertino,California,United States,124.3,0.04309847252649307,0.015184159359867666,0.08404969019401495,0.022239425325058702,0.12116652418480257,59763.0,38965193
Taylorsville,Utah,United States,14.01,0.5435097933309029,0.12058577408306205,0.9769195320642273,0.2691334667940805,1.3736292525983589,59729.0,3417734
Petaluma,California,United States,72.14,0.04304005885457824,0.015163579454104079,0.08393577313988923,0.022209283038839307,0.12100230069436588,59682.0,38965193
Kokomo,Indiana,United States,8.46,0.32707180307653566,0.14661839448258493,0.4042850404076011,0.1639696837704648,0.6506733482954953,59534.0,6862199
Santee,California,United States,10.43,0.04290664491255054,0.015116575965631686,0.08367559221379962,0.022140439545622167,0.12062722235201041,59497.0,38965193
Stonecrest,Georgia,United States,134.14,0.19942150070897988,0.06898905970472817,0.26463772121110574,0.09378200303611485,0.40746663388105075,59445.0,11029227
Taunton,Massachusetts,United States,231.79,0.2309051662389188,0.09083401760133938,0.45332117195434796,0.1358265683758346,0.6706436813556833,59436.0,7001399
Palm Beach Gardens,Florida,United States,103.14,0.08257942712675392,0.03135927612408376,0.14190072446147903,0.04311900467061518,0.20252865830137431,59088.0,22610726
Jackson,New Jersey,United States,189.22,0.1841465481973053,0.06771024280794387,0.32326492696781317,0.08479600501181755,0.4904246558519299,58793.0,9290841
Blue Springs,Missouri,United States,190.68,0.3449570992079606,0.16868781225004667,0.4274056366560171,0.16679244357307985,0.7117109382010395,58720.0,6196156
Horizon West,Florida,United States,151.95,0.08189042669395048,0.031097630390107777,0.14071677751523767,0.04275924178639819,0.20083886293611272,58595.0,22610726
Orland Park,Illinois,United States,14.93,0.15528058105663015,0.05950872567439719,0.23245595966561403,0.07252625941567158,0.35705235404638314,58345.0,12549689
Carson City,Nevada,United States,9.34,0.6109060677933839,0.2717164301528782,0.9172709017912599,0.2954232327836662,1.3914069544070207,58249.0,3194176
Midwest City,Oklahoma,United States,146.1,0.5735226788336149,0.22940907153344595,0.5520155783773543,0.2853275327197234,1.0624507625392714,58124.0,4053824
Bowie,Maryland,United States,210.33,0.31115399321031034,0.09184666064641692,0.48453799545099535,0.14714209919885157,0.7197779120045733,57922.0,6180253
St. Peters,Missouri,United States,121.2,0.33891800012782114,0.16573462643613235,0.4199231265319982,0.1638724396222432,0.6992511486153673,57692.0,6196156
Towson,Maryland,United States,191.07,0.30951554895891803,0.0913630234878734,0.48198656268602597,0.14636729273057267,0.715987775904967,57617.0,6180253
