city,country,population_city,greenspacearea_km2,AQI,adjusted_obesity_rate,adjusted_smoking_rate,adjusted_exercising_rate,adjusted_chronic_rate,adjusted_life_expectancy,adjusted_copd_rate,adjusted_depression_rate
Pittsburg,United States,4.5410346461398055,-0.9622278664921671,2.8474713465540904,-0.17270057103829453,-0.3395334598370565,0.23678394179807755,-0.15169891258212814,0.1637088388140845,-0.3979298823689379,-0.18841376411076155
Cedar Park,United States,4.535055321729752,-0.9287509160434168,0.16820757080236112,0.7228115395592303,0.3146202045964645,0.5203162319972917,0.5328108621816314,0.5965121896463486,0.28862379542177735,0.3019898970216602
Missouri City,United States,4.389398979100862,0.3544954773095074,-0.36764518434798543,0.6663763745107185,0.2703388561895037,0.4684171005983328,0.4808941894824327,0.5422243819196251,0.24587195223271152,0.25768109498934444
Saratoga Springs,United States,4.37520804916767,-1.1741017239375482,-1.0636378433363654,1.39913740528793,1.1554477402385415,1.729543081450782,1.4772998077919677,1.8247990420628029,0.7292320217024604,1.0721245891195466
Mansfield,United States,4.322669718684671,-0.38276828339570396,0.3283474746403928,0.6405218407692799,0.2500523271163648,0.44464065123821844,0.4571097039601408,0.5173536128625559,0.22628613244657803,0.23738198863956672
Mansfield,United States,4.322669718684671,-0.38276828339570396,0.3283474746403928,0.6405218407692799,0.2500523271163648,0.44464065123821844,0.4571097039601408,0.5173536128625559,0.7147714529045732,1.331901349149559
Mansfield,United States,4.322669718684671,-0.38276828339570396,0.3283474746403928,0.6405218407692799,0.2500523271163648,0.44464065123821844,0.4571097039601408,0.5173536128625559,-0.900755299545542,-1.009993374384389
Daytona Beach,United States,4.294686480445623,1.0019000552312305,0.494646605549123,1.0846389759849628,0.8619314641511776,1.4405218833673368,1.157559318361992,1.305926577789242,1.065051105672333,0.7136055262800166
Lodi,United States,4.287511291153559,-0.2694532109885848,1.5417152075670395,-0.2335681948141049,-0.3893109925939837,0.15833767508378846,-0.21348993004948555,0.08732059220381573,-0.4436995832501501,-0.24505311239382604
Lodi,United States,4.287511291153559,-0.2694532109885848,1.5417152075670395,-0.2335681948141049,-0.3893109925939837,0.15833767508378846,-0.21348993004948555,0.08732059220381573,0.24787953008446967,0.027939047706603593
Mount Vernon,United States,4.253867625806328,-0.40325089123605784,1.4185306661531656,1.3370085892826433,1.1003488861668744,1.6603844747702132,1.4135463784560396,1.7532066253332956,0.6836357026991696,1.0184495971098533
Mount Vernon,United States,4.253867625806328,-0.40325089123605784,1.4185306661531656,1.3370085892826433,1.1003488861668744,1.6603844747702132,1.4135463784560396,1.7532066253332956,0.05210680711043144,-0.13115250405452003
Mount Vernon,United States,4.253867625806328,-0.40325089123605784,1.4185306661531656,1.3370085892826433,1.1003488861668744,1.6603844747702132,1.4135463784560396,1.7532066253332956,-0.7193556513024667,-0.7433384967562855
Mount Vernon,United States,4.253867625806328,-0.40325089123605784,1.4185306661531656,1.3370085892826433,1.1003488861668744,1.6603844747702132,1.4135463784560396,1.7532066253332956,-0.2336581951753202,-0.2519889168436652
Georgetown,United States,4.171831294900402,-0.9278699436631865,-0.04120614960122358,0.5820788564935369,0.20419556127839106,0.39089508111953697,0.40334596846649606,0.46113438340499796,0.18201328772095576,0.19149679244627452
Georgetown,United States,4.171831294900402,-0.9278699436631865,-0.04120614960122358,0.5820788564935369,0.20419556127839106,0.39089508111953697,0.40334596846649606,0.46113438340499796,-0.5451709491535938,-0.7117690550769716
Rocklin,United States,4.162902170448056,-0.3267164157035527,1.6772182031223,-0.2634852061227819,-0.41377711954337687,0.1197805949345964,-0.24386079806882402,0.04977504835103307,-0.4661958230228828,-0.2728918864084245
Porterville,United States,4.1623441001697845,-0.299516393463943,1.5971482512032842,-0.2636191914581388,-0.413886692728695,0.11960791447327539,-0.2439968160318004,0.04960689812264582,-0.4662965739367732,-0.27301656421910964
El Paso de Robles,United States,4.039488914624563,-0.9150958441498476,0.8888371380735142,-0.29311510599855406,-0.4380084468099618,0.08159354434537543,-0.27394019902463407,0.012589826416223322,-0.488476167980152,-0.30046349368584147
Sherman,United States,4.019717281908655,0.37112383098635376,0.27291443100415175,0.5231416397926257,0.15795100038047788,0.3366950030083084,0.3491275713619141,0.40443972705984915,0.13736604261708932,0.14522356076720758
Walnut Creek,United States,4.014056854800471,-0.15382558608336122,2.3239370455451303,-0.29922100913832994,-0.44300185339783954,0.07372424903661545,-0.2801387319089349,0.004926980293997604,-0.493067531055967,-0.3061452396299599
Poinciana,United States,3.9743541407177196,1.3373302890039078,-1.2853700178813365,0.9355957482502965,0.7305528866548343,1.271268761397684,1.0044553577855495,1.1427543324674456,0.9246203528084075,0.5895994156867674
Watsonville,United States,3.8714300365393415,0.289854128910111,1.172161583325423,-0.33346383270277186,-0.47100562890166103,0.029592056850495947,-0.31490103701872,-0.03804741378957808,-0.5188165860485733,-0.33800932581813503
San Marcos,United States,3.829255868367101,-0.8257872691040032,-0.3799636384893719,0.44934656081019797,0.10004835049310783,0.26883127837113513,0.2812409095784524,0.3334525499065148,-0.13970529007031443,0.13113546467743145
San Marcos,United States,3.829255868367101,-0.8257872691040032,-0.3799636384893719,0.44934656081019797,0.10004835049310783,0.26883127837113513,0.2812409095784524,0.3334525499065148,0.08146338614271705,0.08728501229692857
Delray Beach,United States,3.7618888133471713,-0.47802342200810244,0.5377611950439775,0.836740546181387,0.6434140342337872,1.1590090376423035,0.9029068125052518,1.0345278432233975,0.8314775065211129,0.5073504647830791
Victoria,United States,3.6829617311344722,-0.3603034876998319,-1.236096201315787,0.39266427954910327,0.055573104556174216,0.2167048929759028,0.229096906073785,0.2789270287359978,0.03852434276452899,0.04278219252172547
Victoria,United States,3.6829617311344722,-0.3603034876998319,-1.236096201315787,0.39266427954910327,0.055573104556174216,0.2167048929759028,0.229096906073785,0.2789270287359978,-0.3826840715538181,0.1895621792690094
Brentwood,United States,3.6340109952975053,-0.8726990483512654,1.455486028577327,1.019629125129476,0.818881349762638,1.3070939577259157,1.0878677233398442,1.387483208728879,0.45071101133873714,0.7442557318829338
Brentwood,United States,3.6340109952975053,-0.8726990483512654,1.455486028577327,1.019629125129476,0.818881349762638,1.3070939577259157,1.0878677233398442,1.387483208728879,-0.5703003030460783,-0.40171968707867783
Brentwood,United States,3.6340109952975053,-0.8726990483512654,1.455486028577327,1.019629125129476,0.818881349762638,1.3070939577259157,1.0878677233398442,1.387483208728879,-0.8499764881839577,-0.8946476409318026
Pflugerville,United States,3.593032692007276,-0.7719378323624279,-0.20750528050995026,0.3578208935749794,0.028233552830366142,0.18466207950133942,0.19704326250252258,0.2454094331608782,0.012129116099349012,0.015425690774351146
Brentwood,United States,3.5862561243425493,-0.8726990483512654,2.8474713465540904,-0.4019303390694617,-0.5269975265971074,-0.05864765888441453,-0.38440621610071457,-0.12397218049553103,0.45071101133873714,0.7442557318829338
Brentwood,United States,3.5862561243425493,-0.8726990483512654,2.8474713465540904,-0.4019303390694617,-0.5269975265971074,-0.05864765888441453,-0.38440621610071457,-0.12397218049553103,-0.5703003030460783,-0.40171968707867783
Brentwood,United States,3.5862561243425493,-0.8726990483512654,2.8474713465540904,-0.4019303390694617,-0.5269975265971074,-0.05864765888441453,-0.38440621610071457,-0.12397218049553103,-0.8499764881839577,-0.8946476409318026
Spring,United States,3.545357545377787,0.4412712567621895,0.1990037061558309,0.3393489566844431,0.013739712465088533,0.16767484327989593,0.1800502847936434,0.2276403532371889,-0.0018640980369753445,0.0009228644933871678
Spring,United States,3.545357545377787,0.4412712567621895,0.1990037061558309,0.3393489566844431,0.013739712465088533,0.16767484327989593,0.1800502847936434,0.2276403532371889,0.34713971387820935,0.3154452179208573
Port Charlotte,United States,3.5440022318448414,0.3691416431308356,-0.7618357168723766,0.7353629599696302,0.5540517514320217,1.0438849006729016,0.798767159878217,0.9235398525652425,0.7359580322610061,0.42300285396890025
Rowlett,United States,3.494413701404136,-0.5059942950804136,0.5254427409025892,0.319610549204421,-0.0017478527412898592,0.14952293032755035,0.161892236706734,0.20865299191404915,-0.016816713142514678,-0.014574302719887716
Port Orange,United States,3.459175549547557,0.7716358993485425,0.494646605549123,0.6958950669109707,0.5192616054748016,0.9990652586182197,0.7582239508057073,0.8803304774974506,0.6987707945688141,0.39016499889891243
Leander,United States,3.4306342410302375,-1.026648971796506,0.16820757080236112,0.2948989279461784,-0.021137605738317748,0.12679753070020136,0.13915915615973587,0.18488164753453232,-0.035536732053988114,-0.03397607700880232
Palm Harbor,United States,3.3587228994586673,0.08304586265105396,0.309869793428313,0.6491567724994032,0.4780627484201973,0.9459893667113599,0.7102122558514253,0.8291614807066426,0.6547332762491284,0.35127806526339567
Sanford,United States,3.33345028828551,0.810068319436088,-0.7002434461654405,0.6373980111276041,0.4676976391453512,0.9326361462871737,0.698133123073243,0.8162880108791143,0.6436539958464748,0.3414946065630321
Sanford,United States,3.33345028828551,0.810068319436088,-0.7002434461654405,0.6373980111276041,0.4676976391453512,0.9326361462871737,0.698133123073243,0.8162880108791143,0.8959786956849864,0.8448067953091039
Jupiter,United States,3.305865671673799,-0.2563487468326595,-0.6632880837412792,0.6245635271066512,0.45638430220813037,0.9180613378746548,0.6849489592207156,0.8022368419190998,0.631561153514236,0.3308161311361368
Euless,United States,3.2607417034592663,-0.4791246374833902,0.9873847712046132,0.22907334681953304,-0.07278706028415256,0.0662627474428488,0.07860391285268317,0.1215607289435932,-0.08540218242941927,-0.08565755327090825
St. Cloud,United States,3.2201620217963733,-1.174211845485077,-1.3777584239417406,0.5846876013190043,0.421234483689325,0.8727783348588835,0.6439866004303514,0.7585807533872605,0.593989461297032,0.29763878696298146
Petaluma,United States,3.2066886107923875,-0.3799051231599555,-0.3861228655600652,-0.49305950787343306,-0.6015229459228123,-0.1760950412198626,-0.4769178620636392,-0.23833835726015093,-0.6388253174785968,-0.48651840946096336
Palm Beach Gardens,United States,3.159332361464768,-0.03852832582072403,-0.7002434461654405,0.5563849674808882,0.39628628691736895,0.8406379336486182,0.6149128518191435,0.7275950831083827,0.5673222974256603,0.27409058826147453
Horizon West,United States,3.1200282690093535,0.49897494766727224,-0.958930983134573,0.5380976824452495,0.38016641665711515,0.8198709378469651,0.5961273235552833,0.7075741978561068,0.5500917446227984,0.2588753039104352
Orland Park,United States,3.1000971876425103,-1.0099104965721306,0.6979010988820127,2.4860016426487337,2.130560596508202,2.4290200780276874,2.15045428594492,2.558409183364539,1.5835798798020349,1.641573749850127
DeSoto,United States,2.903736174016371,-0.29885566417877024,0.11893375423681157,0.09075004682651583,-0.18132120268501448,-0.06094267697124046,-0.04864450550911765,-0.011499371220755313,-0.1901874882863784,-0.19425898485311988
Union,United States,2.8952056711913623,-0.6405628261605881,-1.0328417079828973,0.641345460266793,0.48340100765871563,0.8860080128449487,0.6996922767852731,0.9515785268416602,2.5325785383735244,2.0924447672364517
Union,United States,2.8952056711913623,-0.6405628261605881,-1.0328417079828973,0.641345460266793,0.48340100765871563,0.8860080128449487,0.6996922767852731,0.9515785268416602,0.1730887457648167,0.41744485740603854
Union,United States,2.8952056711913623,-0.6405628261605881,-1.0328417079828973,0.641345460266793,0.48340100765871563,0.8860080128449487,0.6996922767852731,0.9515785268416602,0.45693419091613685,0.1517460488701071
Tinley Park,United States,2.878941908796018,-1.0507655907053097,0.6979010988820127,2.2900496431247936,1.956246966554656,2.235161540983085,1.9703993018467658,2.357275931502148,1.4370750486293709,1.4898538422228795
Sarasota,United States,2.8739192762915735,-0.38309864803829036,0.020386121105714222,0.4235888611369088,0.279229216873341,0.6898350026751601,0.47849867091728354,0.5822101557186294,0.4421998247395361,0.16360231650342386
Apopka,United States,2.8378838811803213,0.8457477008354143,-0.49082972576185757,0.40682242536387003,0.2644499443426434,0.6707950795466677,0.46127542796542964,0.5638542933778005,0.4264022388026276,0.14965240062782817
Bristol,United States,2.7722707613206734,1.0426450278168806,1.3384607142341498,2.073766048422362,2.485632388114955,2.079901538749439,2.4052506671490397,2.135273487879864,2.0219990638601137,2.008459927357113
Bristol,United States,2.7722707613206734,1.0426450278168806,1.3384607142341498,2.073766048422362,2.485632388114955,2.079901538749439,2.4052506671490397,2.135273487879864,0.12157160410160245,0.11261586373290865
Millcreek,United States,2.7409391014119957,-1.0727899002110666,0.1497298895902796,2.046887404081534,2.45649144273805,2.052884589918954,2.3759613033141807,2.107684133573413,1.9964926031710135,1.9826769783991807
Kannapolis,United States,2.699004106216158,1.619461693772653,-0.8788610312155555,2.8178285871487367,2.9810140949716706,2.701384800770503,2.9365880927765775,2.7643698303469457,2.704042121841759,2.6532644275716595
Texas City,United States,2.680667511358662,-0.3917982502930642,-0.36148595727729216,0.004321151475810514,-0.24913686379211708,-0.14042476216789584,-0.12815345472223236,-0.09463964818811636,-0.2556607544292576,-0.2621166904286101
Novato,United States,2.6783555059201083,0.049458790654774605,-0.2752567782875813,-0.6199053389307584,-0.7052574457907835,-0.3395741008159616,-0.6056880107291147,-0.3975285806206069,-0.7342076469564919,-0.6045526739489693
Normal,United States,2.667592721982013,-0.8440674459937816,0.5439204221146725,2.102786214596325,1.7896624557374778,2.0498987501737003,1.7983280102663026,2.165060988932862,1.2970662860343058,1.344861241242404
Hoffman Estates,United States,2.573836915232383,-0.7081774563432617,0.8518817756493529,2.0197149992249632,1.7157645361897564,1.9677150300711586,1.7219961208288699,2.07979325130122,1.2349575328046578,1.2805416264732454
Dunwoody,United States,2.551035758148714,0.3548258419520938,-0.46619281747908276,2.9464148911555395,2.1435601464300302,2.369823976425092,2.6023999643253024,2.5070745107236676,2.4270568116617555,1.9019646749175503
Troy,United States,2.535888136309913,-1.1671640664432348,-0.9897271184880411,0.45736742233260497,0.3202403405752571,0.6812131111962471,0.5109033766426768,0.73957654116499,0.03806732017491293,0.25850058080440125
Troy,United States,2.535888136309913,-1.1671640664432348,-0.9897271184880411,0.45736742233260497,0.3202403405752571,0.6812131111962471,0.5109033766426768,0.73957654116499,0.9376129000634863,0.6791877960322623
Troy,United States,2.535888136309913,-1.1671640664432348,-0.9897271184880411,0.45736742233260497,0.3202403405752571,0.6812131111962471,0.5109033766426768,0.73957654116499,2.1794982793883904,1.7111767170753776
Troy,United States,2.535888136309913,-1.1671640664432348,-0.9897271184880411,0.45736742233260497,0.3202403405752571,0.6812131111962471,0.5109033766426768,0.73957654116499,0.5556147355668609,0.23762965921006055
Troy,United States,2.535888136309913,-1.1671640664432348,-0.9897271184880411,0.45736742233260497,0.3202403405752571,0.6812131111962471,0.5109033766426768,0.73957654116499,-0.9211034721674881,-0.9522678576561018
Cuyahoga Falls,United States,2.507825173745398,-0.4326533444262433,0.18052602494374764,2.7332083789267276,3.1752374431408468,2.0495000880957357,2.942632188344125,2.182213924839487,3.1825864080152306,2.7335977211562508
Grapevine,United States,2.49562735194889,-0.5324234664873219,1.1536839021133398,-0.0673734396996684,-0.3053913846747462,-0.20635682783674378,-0.19410780465919902,-0.16360626106919096,-0.30997220929616076,-0.318406088084328
Lakewood,United States,2.4830309085250453,-1.0246667839409878,0.6486272823164632,2.7065243709090323,3.1464622996662457,2.026913137452936,2.9146617391324985,2.15867208040509,-0.3248135048606045,-0.09793329578435775
Lakewood,United States,2.4830309085250453,-1.0246667839409878,0.6486272823164632,2.7065243709090323,3.1464622996662457,2.026913137452936,2.9146617391324985,2.15867208040509,3.153997972957784,2.7074360027583486
Delano,United States,2.474500405700036,0.14768721105045027,2.6134207178677324,-0.6688482678599246,-0.7452829650547692,-0.4026518064727016,-0.6553734294913884,-0.4589514569043983,-0.7710105165015374,-0.6500956970809825
Lincoln,United States,2.4452415782535106,-1.0419558669030071,1.6772182031223,-0.6758729275849942,-0.7510277306276602,-0.4117051963733757,-0.6625046569789744,-0.4677673331641365,-0.7762927429868782,-0.6566323765840902
Lincoln,United States,2.4452415782535106,-1.0419558669030071,1.6772182031223,-0.6758729275849942,-0.7510277306276602,-0.4117051963733757,-0.6625046569789744,-0.4677673331641365,-0.7916574227067162,-0.8182139666703816
Mooresville,United States,2.436790799753969,1.47300003555937,-0.7002434461654405,2.5431028191635336,2.702370265506585,2.4330436687190793,2.654462596517371,2.490686027076098,2.4448241013269754,2.39398989060677
Mooresville,United States,2.436790799753969,1.47300003555937,-0.7002434461654405,2.5431028191635336,2.702370265506585,2.4330436687190793,2.654462596517371,2.490686027076098,-0.06477608819601147,-0.31626277856238727
Downers Grove,United States,2.434478794315415,-1.1290620109982754,0.6671049635285446,1.8962383967852223,1.6059230707395757,1.8455575957690808,1.6085368157807174,1.9530517501276599,1.142639420010922,1.1849373011190882
Bedford,United States,2.3913479342375665,-0.43760881406503843,1.0304993606994661,-0.10777694045689575,-0.3370936308248899,-0.2435128562274606,-0.23127639135353617,-0.20247240912970269,-0.3405794402164192,-0.35012798904670883
Bedford,United States,2.3913479342375665,-0.43760881406503843,1.0304993606994661,-0.10777694045689575,-0.3370936308248899,-0.2435128562274606,-0.23127639135353617,-0.20247240912970269,-0.9831763844921068,-0.9436852290631831
Bedford,United States,2.3913479342375665,-0.43760881406503843,1.0304993606994661,-0.10777694045689575,-0.3370936308248899,-0.2435128562274606,-0.23127639135353617,-0.20247240912970269,-0.17264501457689715,0.1762369263498763
Bedford,United States,2.3913479342375665,-0.43760881406503843,1.0304993606994661,-0.10777694045689575,-0.3370936308248899,-0.2435128562274606,-0.23127639135353617,-0.20247240912970269,0.5787054189705532,0.23750595884873246
Bedford,United States,2.3913479342375665,-0.43760881406503843,1.0304993606994661,-0.10777694045689575,-0.3370936308248899,-0.2435128562274606,-0.23127639135353617,-0.20247240912970269,-0.298859897228273,-0.4523275549972539
El Dorado Hills,United States,2.3616107608382366,-0.48220804081419616,1.1044100855477903,-0.6959515871261338,-0.7674480551125716,-0.4375825969341596,-0.6828879202881764,-0.4929658459610466,-0.7913909870826075,-0.6753162370711757
Burleson,United States,2.3526816363858907,-0.46326713463924535,0.42073588070079865,-0.12275836084470489,-0.34884866857933644,-0.25729012975154003,-0.24505832143515288,-0.2168837866597849,-0.3519284516814921,-0.36189031470936484
Dublin,United States,2.346542863324903,-0.4189982725326739,0.15588911666097285,2.559633625808409,2.9880602236903053,1.9025759686411217,2.760689362764977,2.0290783901424265,-0.4749467595435732,-0.2837210448222942
Dublin,United States,2.346542863324903,-0.4189982725326739,0.15588911666097285,2.559633625808409,2.9880602236903053,1.9025759686411217,2.760689362764977,2.0290783901424265,2.9966236937990973,2.563420369648356
Dublin,United States,2.346542863324903,-0.4189982725326739,0.15588911666097285,2.559633625808409,2.9880602236903053,1.9025759686411217,2.760689362764977,2.0290783901424265,-0.27859488612623945,-0.47734595442179434
Poway,United States,2.3341058685519926,-0.9269889712829561,2.311618591403744,-0.7025551500829443,-0.77284844781733,-0.44609327681353994,-0.6895916627492577,-0.5012532500744245,-0.7963565678385818,-0.6814610720264128
Cedar Hill,United States,2.3337869712501234,-0.18080536522791343,0.24827752272137696,-0.13007917864245933,-0.3545928829047061,-0.2640225293911424,-0.25179299654719983,-0.22392604743221664,-0.3574742572840174,-0.3676380903424568
Titusville,United States,2.3227850143356257,0.45085183139719376,0.14357066251958636,0.16715883790900007,0.05319136066820753,0.3986337004909397,0.21508212550539482,0.3014710487227174,0.2005876309744036,-0.0497511535142861
Kyle,United States,2.3139356142087477,-0.9062861203475446,-0.2752567782875813,-0.13777067075908647,-0.3606279435250317,-0.27109581002515537,-0.25886866786745233,-0.23132487837034144,-0.36330086317021976,-0.37367689258988357
Wake Forest,United States,2.2790960839795056,1.7054666223926336,-1.5933313714160169,2.377883126529076,2.5347942561779355,2.271663687205636,2.4847927176482005,2.32609297056356,2.2889307463320727,2.238062546697816
Glenview,United States,2.2670577108339325,-1.0090295241919005,1.1413654479719517,1.7478969407649345,1.4739625001186463,1.6988009527288275,1.472229870356736,1.8007879329282996,1.0317309321008328,1.0700808461741624
Rockwall,United States,2.2641079107916395,-0.45203473679130923,0.1312522083781981,-0.15707662486709095,-0.3757761880539561,-0.2888500284840221,-0.2766288870447905,-0.24989624116683892,-0.3779258779447983,-0.38883452875309804
San Luis Obispo,United States,2.2377988833874065,-0.05284412699946597,0.4392135619128819,-0.7256771908128751,-0.7917576489400885,-0.4758929907100357,-0.7130644769318275,-0.5302711752018474,-0.8137432969783647,-0.7029768999276521
Mentor,United States,2.219701461506313,-1.160997259781623,0.6794234176699312,2.423124761640718,2.840853621542109,1.7870266487932267,2.617599379820622,1.9086440670069718,2.850372246286568,2.429583411542049
Ocoee,United States,2.2187447696007045,0.13425238225193858,-0.41691900091353495,0.11875131869701733,0.010521115861653125,0.3436622410159777,0.16535572715988217,0.2484745877608103,0.1549773441432867,-0.09002690620820987
Fort Pierce,United States,2.2078225370116744,0.44501538937816815,-0.7310395815189086,0.11366945652687095,0.00604155759460803,0.33789129086419994,0.16013540794660155,0.24291097461768307,0.15018913778630594,-0.0942550886749309
Beavercreek,United States,2.1618216012170004,0.6912471696525299,0.21132216029721393,2.3608334760431404,2.7736807785756756,1.7342995550097107,2.5523050192815924,1.8536878642437165,2.7836352564096867,2.3685113615199365
Huntsville,United States,2.132004703492203,1.1133430613303603,-1.174503930608851,-0.20826057039822726,-0.4159372139490518,-0.3359200124621712,-0.32371478012775434,-0.2991326382129142,-0.41669971711519177,-0.42902045374902004
Strongsville,United States,2.12905490344991,-0.9587039769712461,0.6486272823164632,2.3255694011387256,2.7356531773922015,1.704449919272762,2.5153408564971005,1.8225762949107984,2.7458543985041857,2.333937515019814
Bridgewater,United States,2.1221986114597162,0.4303692235568397,0.7533341425182573,2.1952162905771377,1.7337435615765802,2.79566608812462,1.8336358673789714,2.8820742005425473,1.599728679956273,1.2495005276767444
Bridgewater,United States,2.1221986114597162,0.4303692235568397,0.7533341425182573,2.1952162905771377,1.7337435615765802,2.79566608812462,1.8336358673789714,2.8820742005425473,1.1511448989354232,1.9001816156444824
Middletown,United States,2.1068118166445133,0.5643871468993701,1.3692568495876178,1.5028855285422211,1.8667024363056959,1.5060835441233282,1.78316842814252,1.5492980670250434,3.0028687746988885,2.5174096659868805
Middletown,United States,2.1068118166445133,0.5643871468993701,1.3692568495876178,1.5028855285422211,1.8667024363056959,1.5060835441233282,1.78316842814252,1.5492980670250434,1.4802626074430407,1.460851085240379
