city,lat,lng
Southgate,42.2047,-83.2057
Banning,33.946,-116.8992
Galesburg,40.9506,-90.3763
Vestal,42.0492,-76.026
Algonquin,42.1629,-88.3159
Wellesley,42.3043,-71.2855
Gloucester,42.626,-70.6897
Fitchburg,42.9859,-89.4255
Nutley,40.8192,-74.1571
Fleming Island,30.0988,-81.7124
East Windsor,40.2606,-74.5295
Raytown,38.9944,-94.4641
San Lorenzo,37.6733,-122.1332
Atascadero,35.4827,-120.6858
Morrisville,35.8368,-78.8348
Fridley,45.0841,-93.2595
East Fishkill,41.5567,-73.7824
Summerlin South,36.1242,-115.3324
Orchard Park,42.7516,-78.7455
Paragould,36.0555,-90.5149
Hazleton,40.9505,-75.9725
Rahway,40.6077,-74.2807
Lathrop,37.809,-121.3131
Matthews,35.1195,-80.7101
Laurel,39.0949,-76.8622
Schererville,41.4861,-87.4442
Hobart,41.514,-87.2729
Burton,42.9974,-83.6175
Eastern Goleta Valley,34.4448,-119.7879
Johnston,41.8274,-71.5202
East Palo Alto,37.4671,-122.1352
Central,30.5593,-91.0369
Hutto,30.5396,-97.544
Fountain,38.6886,-104.6829
Garfield Heights,41.4199,-81.6038
Oak Park,42.4649,-83.1824
Greenville,33.385,-91.0514
Melrose,42.4556,-71.059
West Windsor,40.2897,-74.6266
McCandless,40.5836,-80.0283
Texarkana,33.436,-93.9959
Golden Gate,26.1844,-81.7031
Brownsburg,39.8337,-86.383
Bluffton,32.2135,-80.9316
Crofton,39.0144,-76.68
Carney,39.405,-76.5235
Suisun City,38.2473,-122.0091
Anderson,34.5211,-82.6478
Jacksonville,34.8807,-92.1304
Glenville,42.8869,-73.9925
Kirkwood,38.5788,-90.4203
Sun City Center,27.715,-82.3569
Magna,40.7634,-112.1599
Oakleaf Plantation,30.1689,-81.8337
Gates,43.1514,-77.713
Perry Hall,39.4068,-76.478
East Lake-Orient Park,27.997,-82.3653
Drexel Hill,39.9495,-75.3038
Orchards,45.689,-122.5306
Washington,37.1303,-113.4878
Shaker Heights,41.4744,-81.5496
Queensbury,43.3568,-73.6765
McDonough,33.4397,-84.1505
Burbank,41.7444,-87.7686
Englewood,40.8917,-73.9736
Chili,43.0845,-77.7541
Danville,40.1426,-87.6111
Casselberry,28.6624,-81.3217
Mehlville,38.5018,-90.3149
Whitehall,40.6571,-75.5046
Stoughton,42.1192,-71.1019
Lake in the Hills,42.1913,-88.3477
Laplace,30.0731,-90.4758
Russellville,35.2762,-93.1383
Greenville,33.1116,-96.1099
Haines City,28.1102,-81.6157
Stafford,39.7049,-74.2643
Easton,40.6858,-75.2209
Lacey,39.8564,-74.2624
Ruskin,27.7065,-82.4209
Mount Olive,40.8662,-74.7426
Stockbridge,33.5254,-84.2295
Jeffersontown,38.2049,-85.5701
West Springfield,42.1253,-72.6503
Bixby,35.9454,-95.8776
Independence,38.951,-84.5492
Harrison,41.0236,-73.7193
Lansing,41.5648,-87.5462
Jamestown,42.0976,-79.2367
Agawam,42.0657,-72.6526
Statesville,35.7842,-80.8713
Saugus,42.4681,-71.0145
Bridgewater,41.9728,-70.9749
Madison Heights,42.5073,-83.1034
Monroeville,40.4262,-79.7605
Enterprise,31.3275,-85.8463
Frankfort,38.1924,-84.8643
Milton,42.2412,-71.0844
Spring,40.3038,-76.0262
South Laurel,39.0603,-76.8456
Forest Hills,42.9577,-85.4895
Short Pump,37.6549,-77.6201
Allen Park,42.2595,-83.2107
Aberdeen,45.4649,-98.4686
New Iberia,30.0049,-91.8202
Clarksburg,39.2246,-77.2659
Glen Ellyn,41.8666,-88.0629
Monsey,41.1181,-74.0682
Northampton,42.3266,-72.6745
Temescal Valley,33.7581,-117.4677
Bergenfield,40.9236,-73.9982
Walnut,34.0334,-117.8593
Wappinger,41.5899,-73.8918
Eagle Pass,28.7125,-100.484
Henderson,37.8397,-87.5798
Glen Cove,40.8709,-73.6287
Ridgecrest,35.6308,-117.6622
Neptune,40.2105,-74.0539
Maryland Heights,38.7189,-90.4749
East Hampton,41.0117,-72.1277
Converse,29.5091,-98.3084
Oakdale,44.9876,-92.9641
Twentynine Palms,34.1478,-116.0659
Shaler,40.5229,-79.9632
Lake Jackson,29.0516,-95.4521
Garden City,37.9753,-100.8527
Danvers,42.574,-70.9494
Maple Valley,47.3659,-122.0368
Daphne,30.6263,-87.8816
Hamtramck,42.3954,-83.0559
Sachse,32.9726,-96.5793
Belmont,37.5154,-122.2953
Rockledge,28.3203,-80.736
Tualatin,45.3772,-122.7748
Wilmette,42.0771,-87.7282
Williston,48.1814,-103.6364
Ramsey,45.2617,-93.4494
Bernards,40.6761,-74.5677
Chaska,44.8164,-93.6091
Williamsport,41.2399,-77.037
Immokalee,26.4253,-81.4251
Ocean,40.252,-74.0392
Dodge City,37.7611,-100.0182
North Kingstown,41.5687,-71.4629
Clinton,32.354,-90.3403
New Windsor,41.4742,-74.1089
Huntley,42.1599,-88.433
Mount Pleasant,42.7129,-87.8876
Tysons,38.9215,-77.2273
Reisterstown,39.455,-76.814
Prior Lake,44.7246,-93.4419
New London,41.3502,-72.1022
Madison,32.4738,-90.13
Swatara,40.2463,-76.8031
Homewood,33.4619,-86.809
Fortuna Foothills,32.6616,-114.3974
Marion,40.5497,-85.6604
Millville,39.3903,-75.0561
Marshalltown,42.0343,-92.9068
McHenry,42.3387,-88.2932
Lemon Grove,32.7331,-117.0344
Crestview,30.7477,-86.5785
Mililani Town,21.4465,-158.0147
Chicago Heights,41.51,-87.6345
Kent,41.149,-81.361
Green,40.9483,-81.4757
Alvin,29.3872,-95.2938
Balch Springs,32.7194,-96.6151
Neenah,44.1669,-88.4767
Deer Park,40.7623,-73.3218
Ilchester,39.2187,-76.7683
Mason City,43.1487,-93.1997
Citrus Park,28.073,-82.5628
Pearl,32.273,-90.0918
New Lenox,41.5095,-87.9703
Kahului,20.8715,-156.4603
Fremont,41.4395,-96.4873
Holbrook,40.7944,-73.07
Garden City,42.3244,-83.3412
Oak Forest,41.6054,-87.7527
Ewa Gentry,21.3344,-158.0262
West Islip,40.7041,-73.2954
Merrimack,42.8547,-71.5188
Kernersville,36.1065,-80.0842
West Linn,45.367,-122.6399
Lindenhurst,40.6858,-73.371
Thomasville,35.8813,-80.0807
Asheboro,35.7158,-79.8127
Lochearn,39.3461,-76.7307
Wakefield,42.5035,-71.0656
Benicia,38.0725,-122.1526
Springettsbury,39.9907,-76.6736
Leisure City,25.4935,-80.4363
Plum,40.5024,-79.7495
Granite City,38.7296,-90.1268
Wooster,40.8172,-81.9336
Belmont,42.396,-71.1795
Gladstone,39.2134,-94.5592
Lemoore,36.2949,-119.7983
Moon,40.5081,-80.2074
Pemberton,39.9562,-74.6
Wheeling,40.0752,-80.6951
Bridgeton,39.4286,-75.2281
Union City,33.5942,-84.5629
Paducah,37.0711,-88.644
Shoreview,45.0842,-93.1358
Clayton,35.659,-78.4498
Temple Terrace,28.0436,-82.3773
Ives Estates,25.9632,-80.183
West Melbourne,28.0694,-80.6736
Vernon Hills,42.234,-87.9608
Upper Dublin,40.1502,-75.1813
Palm Springs,26.6348,-80.0969
Auburn,42.9338,-76.5685
South Portland,43.631,-70.2895
Horn Lake,34.9512,-90.0501
Sun City West,33.6695,-112.3573
Edwardsville,38.7922,-89.9874
Carrollton,33.5818,-85.0838
Plainview,40.7832,-73.4732
South Pasadena,34.1103,-118.1573
Paramus,40.9455,-74.0712
Susquehanna,40.3111,-76.8699
Superior,46.6941,-92.0823
Sanger,36.699,-119.5575
Horsham,40.1993,-75.1665
Cabot,34.9766,-92.0274
Mint Hill,35.1783,-80.6528
Eureka,40.7943,-124.1564
Brawley,32.9783,-115.5287
Shirley,40.7936,-72.8748
Troy,40.0437,-84.2186
Elmira,42.0938,-76.8097
Upper Macungie,40.5694,-75.6244
Randolph,40.8434,-74.5819
Wall,40.1674,-74.0974
Apollo Beach,27.7618,-82.4003
Owatonna,44.0912,-93.2312
Camas,45.6005,-122.4304
East Chicago,41.6469,-87.4545
Batavia,41.8479,-88.3109
Windsor,38.5422,-122.8089
Wasco,35.5938,-119.3671
Walpole,42.1464,-71.2555
South Salt Lake,40.7057,-111.8986
East Hempfield,40.0825,-76.3831
Wright,30.4445,-86.6419
Pooler,32.1043,-81.2569
Woodburn,45.1472,-122.8603
Athens,34.7843,-86.9503
Burlington,42.5022,-71.2027
Forest Grove,45.5243,-123.1097
Imperial Beach,32.5693,-117.118
Austin,43.6721,-92.9784
Lockport,41.5906,-88.0293
Terrytown,29.9014,-90.0279
Medina,41.1358,-81.8695
Woodstock,42.3096,-88.4353
Winona,44.0505,-91.6684
Northdale,28.1058,-82.5263
Key West,24.5642,-81.7775
Franklin,39.4948,-86.0544
Keystone,28.1312,-82.5999
Ridgewood,40.9821,-74.1127
Hercules,38.0064,-122.2564
Fort Mill,35.0061,-80.9389
Cave Spring,37.2254,-80.0072
De Witt,43.0501,-76.071
Rosemount,44.7466,-93.0661
Wilsonville,45.3109,-122.7702
Upper Moreland,40.1572,-75.1021
Fairland,39.0803,-76.9527
Londonderry,42.8796,-71.3873
Lodi,40.8784,-74.0814
Palm City,27.1735,-80.2862
Big Spring,32.2389,-101.4799
Columbine,39.5879,-105.0694
Elk River,45.3314,-93.567
Grandview,38.8802,-94.5227
Bessemer,33.3712,-86.9728
Norfolk,42.0324,-97.4217
Colleyville,32.8913,-97.1486
Jenks,35.9981,-95.9736
El Cerrito,37.9196,-122.3025
Chanhassen,44.8546,-93.5621
Montgomery,40.2411,-75.2318
Suitland,38.8492,-76.9225
Inkster,42.2935,-83.3148
Fort Washington,38.7339,-77.0069
Marysville,40.2279,-83.3595
Le Ray,44.0771,-75.7975
Rockville Centre,40.6643,-73.6383
Florence,33.059,-111.4209
Marshfield,42.114,-70.7151
Halfmoon,42.864,-73.7275
Palm River-Clair Mel,27.9239,-82.3791
Oxford,34.3627,-89.5336
Lower Providence,40.1485,-75.4266
Venice,27.1184,-82.4137
Pace,30.6188,-87.1667
West Chicago,41.896,-88.2253
Trussville,33.6405,-86.5815
Tumwater,46.9891,-122.9175
Moscow,46.7308,-116.9986
Warrington,40.2489,-75.158
Staunton,38.1593,-79.0611
Derby,37.5571,-97.2551
Stevens Point,44.5241,-89.5507
Okemos,42.7057,-84.4135
Cliffside Park,40.8222,-73.9879
Rockaway,40.9602,-74.4988
Xenia,39.6829,-83.9413
Fort Hood,31.1357,-97.7834
Kalispell,48.2153,-114.3274
South Bradenton,27.4612,-82.5822
Mahwah,41.0816,-74.1856
Mercer Island,47.5661,-122.232
Exeter,40.3139,-75.834
Silver Springs Shores,29.1126,-82.0149
West Whittier-Los Nietos,33.9759,-118.0689
Reading,42.5351,-71.1056
Peekskill,41.2884,-73.9227
Belvidere,42.2543,-88.8649
Hudson,42.7639,-71.4072
Maplewood,40.733,-74.2712
Newberg,45.3075,-122.9601
Holt,42.6416,-84.5308
De Pere,44.4308,-88.0785
Salem,37.2864,-80.0555
Ottumwa,41.0195,-92.4186
Tarpon Springs,28.1493,-82.7623
Galt,38.2698,-121.3004
Hazelwood,38.7931,-90.3899
Norco,33.9252,-117.5498
Lafayette,37.8919,-122.1189
Mill Creek East,47.8361,-122.1877
Caledonia,42.7986,-87.8762
Forney,32.744,-96.4529
Camillus,43.0539,-76.3056
Sebastian,27.7822,-80.4819
Kingsville,27.5094,-97.861
Elkridge,39.1941,-76.7428
Reedley,36.5988,-119.4471
Barstow,34.8661,-117.0471
Avon Lake,41.4944,-82.0159
Allendale,42.9845,-85.9499
University Park,32.8506,-96.7937
Fish Hawk,27.8511,-82.2164
Melrose Park,41.903,-87.8636
Walker,42.9853,-85.7446
Barberton,41.0095,-81.6037
Carteret,40.5849,-74.2284
Moses Lake,47.1279,-119.2759
Dedham,42.2467,-71.1777
Brandon,32.2778,-89.9896
North Tustin,33.7636,-117.7947
Conway,33.8401,-79.0431
Edgewood,39.419,-76.2964
Dickinson,46.8918,-102.7925
Corsicana,32.0824,-96.4665
Mequon,43.2352,-87.9839
Hastings,40.5961,-98.39
Newport,41.4801,-71.3203
Muskego,42.886,-88.1291
Romulus,42.2237,-83.366
Seal Beach,33.7542,-118.0714
Waukee,41.5985,-93.8869
Easton,42.0362,-71.1103
Yarmouth,41.6756,-70.2242
Maywood,33.9886,-118.1877
Norton Shores,43.1621,-86.2519
Sandusky,41.4468,-82.7024
Sugar Hill,34.108,-84.0558
Springfield,39.9281,-75.3362
Morton Grove,42.0423,-87.789
Westchase,28.0597,-82.611
Loma Linda,34.045,-117.2498
Denison,33.7672,-96.5808
Watertown,43.9734,-75.9094
Wyandotte,42.2113,-83.1558
Perrysburg,41.5377,-83.6413
Fort Dodge,42.5098,-94.1751
Kuna,43.488,-116.3933
Arnold,39.0437,-76.4974
Carolina Forest,33.7651,-78.913
Avon,41.4485,-82.0187
Riverbank,37.726,-120.9433
Derry,40.2709,-76.6561
West Milford,41.106,-74.3914
Bailey's Crossroads,38.8477,-77.1305
Ardmore,34.1949,-97.1256
Soledad,36.4432,-121.3426
Zanesville,39.9565,-82.0132
San Benito,26.1298,-97.644
Frederickson,47.0916,-122.3603
Scotch Plains,40.6332,-74.3739
Medford,40.822,-72.9859
Cloverleaf,29.7882,-95.1724
Lutz,28.1396,-82.4467
Dinuba,36.5453,-119.3987
North Potomac,39.0955,-77.2373
Bainbridge Island,47.6439,-122.5434
Dix Hills,40.8033,-73.3375
Greenbelt,38.9953,-76.8885
Bayonet Point,28.3254,-82.6834
Ridgeland,32.4236,-90.1481
Coral Terrace,25.7464,-80.3049
Auburn Hills,42.6735,-83.2448
Selma,36.5715,-119.6143
Paris,33.6688,-95.546
Zion,42.4603,-87.8511
Clinton,41.8435,-90.2412
Westford,42.5864,-71.4401
Centerville,39.6339,-84.1449
Homer Glen,41.6043,-87.9497
Riverside,39.7835,-84.1219
Oak Ridge,28.4727,-81.4169
Leland,34.2042,-78.0279
Socastee,33.6871,-79.0086
Farmington,40.9845,-111.9065
Oak Harbor,48.2964,-122.6333
Herndon,38.9699,-77.3867
Ponca City,36.7235,-97.0677
Landover,38.9241,-76.8875
North Augusta,33.5214,-81.9547
King of Prussia,40.0963,-75.3821
Decatur,33.7711,-84.2963
Faribault,44.2996,-93.2789
North Laurel,39.1285,-76.8476
Bay Point,38.0329,-121.9615
Medford,39.8639,-74.8231
Happy Valley,45.4358,-122.5081
Port St. John,28.4757,-80.8104
Benbrook,32.6788,-97.4637
West Memphis,35.153,-90.1996
Kerrville,30.0398,-99.132
Ballenger Creek,39.3807,-77.4206
Ladera Ranch,33.5492,-117.6417
White Bear Lake,45.0656,-93.015
Barnegat,39.7668,-74.2776
Collinsville,38.677,-90.0063
Canton,42.175,-71.1264
Elmwood Park,41.9225,-87.8163
Starkville,33.4608,-88.8297
South Plainfield,40.5748,-74.4152
Westmont,41.7948,-87.9742
Wekiwa Springs,28.6984,-81.4251
Middleborough,41.8803,-70.8745
Palmetto Bay,25.6219,-80.3221
Somerset,40.5083,-74.501
Fairfax,38.8531,-77.2997
Belton,38.8192,-94.5335
North Lynnwood,47.8533,-122.2762
Pelham,33.3114,-86.7573
Yukon,35.5201,-97.7639
Hingham,42.2176,-70.8854
Simpsonville,34.7287,-82.2569
Emporia,38.4028,-96.1932
Marple,39.9654,-75.3657
Fishkill,41.5129,-73.9271
Upper Providence,40.1654,-75.4888
Saginaw,32.8657,-97.3654
Bloomingdale,27.8784,-82.2624
Wadsworth,41.0279,-81.7323
Rolling Meadows,42.0747,-88.0252
Solon,41.3865,-81.44
Mandan,46.829,-100.887
Auburn,44.0851,-70.2492
Bellview,30.462,-87.312
Columbus,41.4366,-97.3565
Jasmine Estates,28.293,-82.6907
Kingston,41.9295,-73.9968
Papillion,41.1511,-96.0665
Burlington,40.8071,-91.1247
Plainsboro,40.3377,-74.5879
San Fernando,34.2886,-118.4362
Columbus,33.5088,-88.4096
Freeport,42.2891,-89.6346
Burlington,40.0641,-74.8394
Acton,42.4843,-71.4378
Johnston,41.691,-93.7234
Rosemont,38.5478,-121.3553
South Elgin,41.9906,-88.3135
Webster Groves,38.5866,-90.3544
Cranford,40.6564,-74.3036
Mansfield,42.0163,-71.2187
Willoughby,41.6459,-81.4084
Farragut,35.8731,-84.1821
Highland,41.5483,-87.4588
Fountain Hills,33.6073,-111.7398
Munster,41.5468,-87.504
Waverly,42.7401,-84.6354
Southold,41.0432,-72.4185
Patterson,37.4758,-121.1536
Shelbyville,35.4987,-86.4517
Muscatine,41.4195,-91.068
Greenfield,39.7937,-85.7738
Champlin,45.1702,-93.3903
Lexington,33.989,-81.2202
Roseburg,43.2231,-123.352
Raritan,40.507,-74.8662
Kenmore,47.7516,-122.2489
Fresno,29.5357,-95.4696
Mountain House,37.7673,-121.5449
Jacksonville Beach,30.2782,-81.4045
Middletown,39.445,-75.7183
Montgomery,40.426,-74.6791
Brookings,44.3022,-96.7859
Nixa,37.0453,-93.2959
Watauga,32.8719,-97.2515
Marshall,32.537,-94.3515
Lisle,41.7918,-88.0888
Gardner,38.8122,-94.9275
Farmington,44.6572,-93.1687
Griffin,33.2418,-84.2748
Maple Heights,41.4094,-81.5625
Copiague,40.6707,-73.3922
Van Buren,35.4483,-94.3528
Clinton,41.1395,-112.0656
Maywood,41.8798,-87.8442
Bedford,42.9406,-71.5302
West Springfield,38.7771,-77.2268
Rock Springs,41.5947,-109.2209
Pottstown,40.2508,-75.6445
Westerly,41.3635,-71.7899
North Platte,41.1263,-100.7641
Niskayuna,42.803,-73.8729
Camp Springs,38.8052,-76.9199
Linda,39.1241,-121.5421
Martha Lake,47.8479,-122.2327
Cockeysville,39.4804,-76.6294
Cottage Lake,47.7466,-122.0755
Raymore,38.8029,-94.4583
Pickerington,39.889,-82.7678
Montgomery,41.5399,-74.2073
Wareham,41.7662,-70.6999
Wilmington,42.5609,-71.1654
Union Hill-Novelty Hill,47.6788,-122.0284
Eastmont,47.8968,-122.1818
Ashland,37.6942,-122.1159
New Brighton,45.0658,-93.206
Edgewater,28.9594,-80.9406
Belton,31.0525,-97.479
Easley,34.8188,-82.5827
Trotwood,39.7926,-84.3165
Oakdale,37.7618,-120.8468
West Goshen,39.9756,-75.5927
Liberty Triangle,29.076,-82.2191
Chantilly,38.8868,-77.4453
Calabasas,34.1375,-118.6689
Cartersville,34.1644,-84.8009
Eustis,28.8563,-81.6771
Roxbury,40.8822,-74.6523
Morris,40.7959,-74.4945
Bear,39.6189,-75.6808
Chester,37.3531,-77.4342
Bloomington,34.0601,-117.4013
Hopewell,37.2915,-77.2985
Upper Allen,40.18,-76.9808
Fernley,39.5627,-119.1906
Lysander,43.1799,-76.3745
Glassboro,39.7014,-75.1113
Hudson,41.2399,-81.4408
Taylors,34.9157,-82.3124
Stoneham,42.4741,-71.0972
Radcliff,37.8204,-85.9365
Watertown,43.1893,-88.7285
Brent,30.4727,-87.2495
Woodlawn,38.7332,-77.1149
Searcy,35.2418,-91.7351
Crystal,45.0377,-93.3599
Nocatee,30.0927,-81.4095
Christiansburg,37.1406,-80.4036
Laguna Beach,33.5455,-117.7613
Loves Park,42.3364,-88.9975
Blue Island,41.6578,-87.6811
Peters,40.2739,-80.0803
Prairie Village,38.9874,-94.6362
Keene,42.9494,-72.2998
Garden City,40.7266,-73.6447
Roselle,41.9809,-88.0861
Machesney Park,42.3666,-89.0266
Katy,29.7905,-95.8353
Millbrae,37.5994,-122.4023
Hialeah Gardens,25.8878,-80.3569
Winchester,42.4518,-71.1463
Corcoran,36.0841,-119.5613
Brambleton,38.9803,-77.5323
Pecan Grove,29.6235,-95.733
Sun Valley,39.6104,-119.777
Onondaga,42.9686,-76.2169
Duncan,34.5408,-97.9215
Villa Park,41.8865,-87.9779
Junction City,39.0277,-96.8508
Watertown,44.9094,-97.1532
Hazel Dell,45.6797,-122.6553
Anthem,33.856,-112.1168
The Crossings,25.6708,-80.4018
Candler-McAfee,33.7267,-84.2723
Kapolei,21.3399,-158.0677
Allison Park,40.573,-79.9603
Athens,39.327,-82.0987
North Plainfield,40.6209,-74.4386
Dover,40.0019,-76.8698
Cudahy,33.9631,-118.183
East San Gabriel,34.1157,-118.0791
Fairhope,30.5209,-87.8813
Bonney Lake,47.1791,-122.17
Summit,40.7154,-74.3647
East Peoria,40.6736,-89.5419
Florida Ridge,27.5805,-80.3848
Horizon City,31.6799,-106.1903
Greenwood,34.1947,-82.1542
Cherry Hill,38.5696,-77.2895
Corinth,33.1434,-97.0682
Roselle,40.6527,-74.2599
Coralville,41.699,-91.5967
Willowbrook,33.9209,-118.2356
Lincoln,41.9171,-71.4505
Vernon,41.1973,-74.4857
Biddeford,43.4673,-70.4511
Bloomingdale,41.9497,-88.0895
Albertville,34.2633,-86.2108
Rancho San Diego,32.7624,-116.9197
Bristol,41.6827,-71.2694
La Porte,41.6069,-86.7142
Montville,40.9135,-74.3594
Central Falls,41.8901,-71.3934
Waynesboro,38.0674,-78.9014
Lyndhurst,40.7965,-74.1099
Acworth,34.0566,-84.6716
Scarborough,43.5911,-70.3682
DeBary,28.8815,-81.324
Ruston,32.5328,-92.6363
Brushy Creek,30.5128,-97.7386
Palmer,40.7007,-75.2628
Hillside,40.6961,-74.2286
Mountain Brook,33.4871,-86.74
Marina,36.681,-121.7892
Kihei,20.7653,-156.4454
West Carson,33.8229,-118.2931
Silver Firs,47.8635,-122.1497
Sunny Isles Beach,25.9385,-80.1246
West Deptford,39.8431,-75.1852
Chalmette,29.9438,-89.966
McNair,38.9513,-77.4115
Granite Bay,38.7601,-121.1714
Ensley,30.5259,-87.2733
Golden Valley,44.9901,-93.3591
West Rancho Dominguez,33.9057,-118.2683
World Golf Village,29.9654,-81.4896
Lower,38.9819,-74.9087
Ramona,33.0474,-116.8766
Essex,44.5196,-73.0656
Evans,40.366,-104.739
Clarksville,38.322,-85.7673
Smithfield,41.9014,-71.5308
Montclair,38.6111,-77.34
West Puente Valley,34.0513,-117.9681
Hastings,44.7318,-92.8538
Oxford,39.5061,-84.7446
Lorton,38.6983,-77.2164
East Ridge,34.9973,-85.2285
Carbondale,37.7221,-89.2237
Sapulpa,36.0091,-96.1003
Oxford,33.5967,-85.8687
Chillicothe,39.3393,-82.9939
Sanford,43.4244,-70.7573
Darien,41.7448,-87.9822
Valinda,34.04,-117.93
New Hartford,43.0586,-75.2821
Chambersburg,39.9315,-77.6556
St. Andrews,34.051,-81.1057
Pascagoula,30.3666,-88.5506
North Salt Lake,40.8439,-111.9187
Hillsborough,40.5069,-74.6523
Middleton,43.1064,-89.5059
New Castle,40.9956,-80.3458
Port Hueneme,34.1618,-119.2036
Massapequa,40.6676,-73.4706
Muhlenberg,40.3955,-75.925
Mount Pleasant,43.5966,-84.7759
Columbia Heights,45.0484,-93.2472
Hayesville,44.9793,-122.9738
Parsippany,40.8645,-74.4135
Klamath Falls,42.2195,-121.7754
Manor,39.9848,-76.4216
Avon,39.7601,-86.3916
Langley Park,38.9897,-76.9808
Silverdale,47.6663,-122.6828
Sedalia,38.7059,-93.234
Lakeside,32.856,-116.904
Selden,40.8714,-73.0466
South Euclid,41.524,-81.5245
Birmingham,42.5446,-83.2166
Shelby,35.2904,-81.5451
Yucca Valley,34.1234,-116.4216
Millburn,40.7394,-74.324
Brunswick,43.9007,-69.9761
Duarte,34.161,-117.9504
Del City,35.4483,-97.4408
Gallup,35.5182,-108.7431
American Canyon,38.1796,-122.2583
New Hope,45.0375,-93.3869
Alliance,40.9107,-81.1189
Unity,40.2811,-79.4236
Tukwila,47.475,-122.2728
Fulshear,29.693,-95.8804
Rocky River,41.4702,-81.8525
Mililani Mauka,21.4756,-157.9948
Ashland,38.4592,-82.6448
Payson,40.0355,-111.739
Lino Lakes,45.1679,-93.083
Celina,33.3154,-96.7941
Holiday,28.1864,-82.7429
Harvey,29.8876,-90.0666
Dickinson,29.4548,-95.0589
Secaucus,40.781,-74.0659
Ozark,37.0365,-93.2158
East Patchogue,40.7704,-72.9817
Rio Rico,31.4957,-110.9885
Four Square Mile,39.6808,-104.888
Grand Island,43.0198,-78.9619
Ashland,42.1905,-122.6992
Geneva,41.8833,-88.3242
Pleasant Prairie,42.5266,-87.8895
Seymour,38.9476,-85.8911
Mukilteo,47.9096,-122.3035
Westborough,42.2681,-71.614
Mountlake Terrace,47.7921,-122.3077
South Lake Tahoe,38.9393,-119.9828
Lindenwold,39.8173,-74.9898
Vicksburg,32.3173,-90.8868
Moorestown,39.9784,-74.9413
Somers,41.3056,-73.7252
Winter Gardens,32.8376,-116.9268
South Holland,41.5977,-87.6022
Sulphur,30.2286,-93.3566
Dolton,41.6284,-87.5979
Clemmons,36.0319,-80.3861
Perry,32.472,-83.7283
Yorkville,41.6563,-88.4507
Baldwin,40.369,-79.9669
Elmwood Park,40.9049,-74.1201
West Pensacola,30.4263,-87.2679
Carrboro,35.9259,-79.0878
Monroe,41.3043,-74.1941
Suwanee,34.0508,-84.0686
Lealman,27.8197,-82.6847
Rose Hill,38.7872,-77.1085
Milwaukie,45.4445,-122.6219
Hyde Park,41.8011,-73.906
Bayou Cane,29.6243,-90.751
Foley,30.3983,-87.665
Hays,38.8821,-99.3221
Tullahoma,35.3721,-86.2172
Gardner,42.5845,-71.9868
North Bellmore,40.6904,-73.539
North Ogden,41.3123,-111.9584
Makakilo,21.3591,-158.0813
South Whitehall,40.6154,-75.5503
Park Forest,41.4817,-87.6867
Helena,33.2837,-86.8791
Wade Hampton,34.8821,-82.3336
Stephenville,32.2147,-98.2205
Willmar,45.1216,-95.0569
Merrick,40.6515,-73.5535
Lebanon,39.4254,-84.2133
Upper St. Clair,40.3336,-80.0842
Mineola,40.747,-73.6394
East Moline,41.5199,-90.3879
East Pennsboro,40.2886,-76.9394
Green Valley,31.8393,-111.0009
Louisville,39.971,-105.1441
Fort Walton Beach,30.4255,-86.6222
Five Corners,45.6883,-122.5738
Little Egg Harbor,39.5969,-74.3454
Snellville,33.8562,-84.0038
Battle Ground,45.7766,-122.5413
Germantown,43.2343,-88.1217
Ludlow,42.1921,-72.458
Murphy,33.0186,-96.6105
Hyattsville,38.9613,-76.9548
Carlisle,40.2,-77.2034
Arnold,38.4297,-90.3733
West St. Paul,44.9018,-93.0858
Murrysville,40.4456,-79.6554
Buckingham,40.3188,-75.058
Covington,47.3667,-122.1045
Lockport,43.1698,-78.6956
Grayslake,42.3405,-88.0338
Mill Creek,47.8631,-122.2037
Coolbaugh,41.1837,-75.4386
Springfield,40.0986,-75.2016
Bryant,34.6152,-92.4914
Hanahan,32.9302,-80.0027
St. John,41.4429,-87.4697
Ennis,32.3254,-96.6347
Parma Heights,41.3865,-81.7637
Lennox,33.938,-118.3586
South Milwaukee,42.912,-87.8627
Marquette,46.544,-87.4082
Waxhaw,34.9363,-80.7439
Lomita,33.7933,-118.3175
Mesquite,36.8032,-114.133
Rosamond,34.8658,-118.2155
Montgomery,41.7237,-88.3633
Bethany,35.5071,-97.6418
Pittsburg,37.4129,-94.6985
Hurricane,37.1487,-113.3517
Adrian,41.8994,-84.0447
South St. Paul,44.8877,-93.0411
Nanuet,41.0957,-74.0155
Mead Valley,33.8333,-117.2852
Pleasantville,39.39,-74.5169
Libertyville,42.287,-87.967
Jefferson,41.0003,-74.5531
Forest Lake,45.2536,-92.9582
Bothell West,47.8056,-122.2401
Mustang,35.3917,-97.7246
Northfield,44.455,-93.1698
Elko,40.8381,-115.7678
Limerick,40.2323,-75.5344
Stevenson Ranch,34.3894,-118.5883
Lower Southampton,40.1541,-74.9903
Golden,39.7406,-105.2118
Otsego,45.266,-93.6201
Bourne,41.7233,-70.5816
Saco,43.539,-70.4624
Piqua,40.1506,-84.2441
Imperial,32.839,-115.572
Sandwich,41.7137,-70.4851
Hauppauge,40.8211,-73.2109
Monroe,41.9155,-83.3849
Montrose,38.4689,-107.859
West Hempstead,40.6959,-73.6507
