city,lat,lng
Monterey Park,34.0497,-118.1326
Gardena,33.8943,-118.3072
Euless,32.8508,-97.08
Irvington,40.7243,-74.2317
Clay,43.1808,-76.1954
Des Plaines,42.0345,-87.9008
Hamburg,42.7394,-78.8581
Union,40.6953,-74.2697
West Allis,43.0068,-88.0296
North Miami,25.9008,-80.1686
St. Cloud,28.2363,-81.2779
The Hammocks,25.67,-80.4482
Cupertino,37.3168,-122.0466
Taylorsville,40.6569,-111.9493
Petaluma,38.2423,-122.6266
Kokomo,40.464,-86.1277
Santee,32.8554,-116.9851
Stonecrest,33.6842,-84.1372
Taunton,41.9036,-71.0943
White Plains,41.022,-73.7547
Palm Beach Gardens,26.8466,-80.1679
Chapel Hill,35.9271,-79.0391
Jackson,40.098,-74.3578
Hoboken,40.7452,-74.0281
Parker,39.5084,-104.7753
Blue Springs,39.0124,-94.2721
Shoreline,47.7564,-122.3426
St. Clair Shores,42.4925,-82.8961
Horizon West,28.4417,-81.6146
Margate,26.2466,-80.2119
Orland Park,41.6075,-87.8619
Abington,40.1108,-75.1146
Carson City,39.1511,-119.7476
Midwest City,35.463,-97.371
Royal Oak,42.5084,-83.1539
Bowie,38.9549,-76.7406
Kettering,39.6956,-84.1494
St. Peters,38.7825,-90.6061
Oak Lawn,41.7139,-87.7528
Towson,39.3944,-76.619
Coconut Creek,26.2803,-80.1842
Decatur,34.5731,-86.9905
Lenexa,38.9609,-94.8018
Bartlett,35.2337,-89.8195
South Whittier,33.9336,-118.0312
Weymouth,42.1981,-70.9466
Lake Havasu City,34.5006,-114.3113
Bel Air South,39.5022,-76.3113
Fountainebleau,25.7723,-80.346
Wylie,33.0362,-96.5161
Madison,34.7114,-86.7626
Brookhaven,33.8743,-84.3314
Highland,34.1113,-117.165
Fountain Valley,33.7105,-117.9514
Berwyn,41.8433,-87.7909
Severn,39.1355,-76.6956
Albany,44.6272,-123.0965
National City,32.6654,-117.0983
Lacey,47.0462,-122.7933
Mount Prospect,42.0641,-87.9375
Arcadia,34.1342,-118.0373
Parsippany-Troy Hills,40.8601,-74.4237
DeSoto,32.5992,-96.8633
Smyrna,33.8633,-84.5168
Bradenton,27.4901,-82.5757
Union,42.1258,-76.0329
New Brunswick,40.487,-74.445
Apple Valley,44.7457,-93.2004
Tinley Park,41.567,-87.8049
Sarasota,27.3387,-82.5432
Hacienda Heights,33.997,-117.9727
Chicopee,42.1764,-72.5719
West Haven,41.2739,-72.9672
Herriman,40.4899,-112.017
Perth Amboy,40.5202,-74.2724
Casa Grande,32.9069,-111.7624
Tigard,45.4237,-122.7845
Apopka,28.7015,-81.5316
Southaven,34.9514,-89.9786
Huntington Park,33.98,-118.2167
Diamond Bar,33.9992,-117.8161
Bentonville,36.3547,-94.2305
Yucaipa,34.0336,-117.0429
Plainfield,40.6154,-74.4157
Manhattan,39.1886,-96.6048
Aspen Hill,39.0927,-77.0826
Rocky Mount,35.9685,-77.804
Bristol,40.1216,-74.8667
Peabody,42.5335,-70.9725
West Sacramento,38.5557,-121.5505
Wayne,40.9481,-74.2453
San Jacinto,33.797,-116.9916
Kentwood,42.8852,-85.5926
Colton,34.0538,-117.3255
Millcreek,42.0859,-80.1194
Oak Park,41.8872,-87.7899
Westchester,25.7471,-80.3523
Smyrna,35.9687,-86.5264
Wheaton,41.8561,-88.1085
Lower Paxton,40.3183,-76.7983
Beaumont,33.9076,-116.9766
Aloha,45.492,-122.8725
Minnetonka,44.9322,-93.4598
Howell,40.1819,-74.1976
Pinellas Park,27.8589,-82.7078
Kannapolis,35.4764,-80.6408
Paramount,33.8977,-118.1651
Texas City,29.4154,-94.9682
Novato,38.092,-122.5575
Edina,44.8914,-93.3602
Normal,40.5217,-88.9884
Tamiami,25.7556,-80.4016
Grand Island,40.9218,-98.3586
Methuen Town,42.734,-71.1889
Elyria,41.376,-82.106
Wheaton,39.0492,-77.0573
Kendale Lakes,25.7081,-80.4078
Bloomfield,40.8098,-74.1869
Marana,32.4355,-111.1558
West New York,40.7857,-74.0094
Twin Falls,42.5645,-114.4613
Florissant,38.7996,-90.3269
Glendora,34.1449,-117.8467
Cathedral City,33.8362,-116.4642
Aliso Viejo,33.5792,-117.7289
Placentia,33.8807,-117.8553
Hoffman Estates,42.064,-88.1468
Burien,47.4762,-122.3394
Dunwoody,33.9418,-84.3122
Palm Desert,33.7378,-116.3695
Troy,42.7354,-73.6751
Collierville,35.047,-89.6987
Levittown,40.1533,-74.8531
Rosemead,34.0689,-118.0823
Country Club,25.9407,-80.3102
Enid,36.4063,-97.87
Cuyahoga Falls,41.1641,-81.5207
Mishawaka,41.6742,-86.1666
Columbus,39.2093,-85.9183
Summerville,33.0016,-80.1799
Levittown,40.7241,-73.5125
Irondequoit,43.2096,-77.5705
Grapevine,32.9343,-97.0742
Covina,34.0903,-117.8818
Milford city,41.2255,-73.0625
Draper,40.4957,-111.8605
Lakewood,41.4822,-81.8008
Catalina Foothills,32.3046,-110.8838
Delano,35.7662,-119.2635
Haverford,39.9868,-75.3164
Lincoln,38.8774,-121.2937
Murray,40.6498,-111.8874
Mooresville,35.5847,-80.8266
Downers Grove,41.7949,-88.0172
Florin,38.4832,-121.4043
Cypress,33.8171,-118.0386
Jeffersonville,38.3376,-85.7026
North Bethesda,39.0393,-77.1191
Azusa,34.1386,-117.9124
Coral Gables,25.7037,-80.2715
Chesterfield,38.6589,-90.5803
McLean,38.9436,-77.1943
St. Louis Park,44.9488,-93.3649
East Honolulu,21.2975,-157.7211
East Brunswick,40.4281,-74.4179
Bedford,32.8464,-97.135
Euclid,41.5903,-81.5188
Lawrence,39.8674,-85.9904
Ceres,37.5952,-120.962
University,28.0771,-82.4335
Biloxi,30.4426,-88.9514
El Dorado Hills,38.675,-121.049
Cerritos,33.8678,-118.0686
Rye,41.0075,-73.6872
Burleson,32.517,-97.3344
Portage,42.2,-85.5906
Barnstable,41.6655,-70.3639
Dublin,40.1112,-83.1454
Washington,39.7469,-75.0724
Poway,32.9871,-117.0201
Cedar Hill,32.581,-96.9591
Everett,42.4064,-71.0545
Stillwater,36.1317,-97.0742
Titusville,28.5727,-80.8193
Orangetown,41.0527,-73.9475
Niagara Falls,43.0921,-79.0147
Kyle,29.9932,-97.8852
Leesburg,39.1057,-77.5544
West Orange,40.7893,-74.2628
Westfield,40.0341,-86.1529
Little Elm,33.1858,-96.9295
Middletown,41.5476,-72.6549
North Highlands,38.6713,-121.3721
Tuckahoe,37.5878,-77.5858
Wake Forest,35.9632,-78.514
Minot,48.2375,-101.278
Roswell,33.373,-104.5294
Monroe,40.3191,-74.4286
Wauwatosa,43.0616,-88.0347
Bothell,47.7735,-122.2044
Glenview,42.0825,-87.8214
Rockwall,32.9169,-96.4374
Wilson,35.7311,-77.9284
Rancho Santa Margarita,33.6318,-117.5988
La Mirada,33.9025,-118.0093
Antelope,38.7153,-121.361
Hilo,19.6883,-155.0863
San Luis Obispo,35.2669,-120.669
Egg Harbor,39.3787,-74.6102
Roseville,42.5074,-82.9369
Newark,37.5201,-122.0307
Mentor,41.6893,-81.3362
Ocoee,28.5796,-81.5332
Perinton,43.0781,-77.4283
Rowland Heights,33.9716,-117.8912
Evesham,39.8605,-74.8947
Fort Pierce,27.4255,-80.3431
Brea,33.9254,-117.8655
Oro Valley,32.4208,-110.9767
East Providence,41.8065,-71.3565
Pearl City,21.4031,-157.9566
Salina,38.8136,-97.6143
South Brunswick,40.384,-74.5256
Beavercreek,39.731,-84.0624
Winter Garden,28.5421,-81.5967
Potomac,39.0141,-77.1943
Farmington,36.7555,-108.1823
Henrietta,43.0555,-77.6413
Attleboro,41.9311,-71.295
Huntsville,30.7009,-95.5567
Strongsville,41.3128,-81.8313
Eagle Mountain,40.3137,-112.0114
Bridgewater,40.5934,-74.6076
Prescott,34.5849,-112.4473
Olive Branch,34.961,-89.8469
Arlington,42.4187,-71.1639
Middletown,40.179,-74.9059
Goose Creek,32.9927,-80.0055
Sicklerville,39.7452,-74.9934
Altamonte Springs,28.6615,-81.3953
Haltom City,32.8176,-97.2707
Hackensack,40.8891,-74.0462
Elmhurst,41.8973,-87.9432
Urbandale,41.639,-93.7812
Los Banos,37.063,-120.8406
Littleton,39.5915,-105.0188
Ashburn,39.0277,-77.4714
East Lansing,42.748,-84.4836
West Seneca,42.8374,-78.7509
Bountiful,40.8721,-111.8647
Keller,32.9335,-97.2256
Morgan Hill,37.1325,-121.6419
Webster,43.2294,-77.4454
Sierra Vista,31.563,-110.3153
Manchester,39.9652,-74.3738
Sayreville,40.4656,-74.3237
Odenton,39.0661,-76.6938
Cleveland Heights,41.5113,-81.5636
Gallatin,36.3782,-86.4698
Plainfield,41.6207,-88.2253
Palm Springs,33.8017,-116.5382
Mount Laurel,39.9483,-74.9047
Lancaster,42.9099,-78.6378
Riverton,40.5176,-111.9636
West Lafayette,40.4432,-86.9238
Brentwood,35.9918,-86.7758
Cutler Bay,25.5765,-80.3356
Lake Ridge,38.6847,-77.3066
Whitney,36.1008,-115.0379
Pahrump,36.2235,-115.9974
Mount Pleasant,41.1119,-73.8121
North Lauderdale,26.2113,-80.2209
Fairfield,39.3301,-84.5409
Wentzville,38.8153,-90.8669
Salem,42.5129,-70.9021
Fond du Lac,43.7718,-88.4397
Rohnert Park,38.3479,-122.6965
Mankato,44.1715,-93.9772
Moorhead,46.8673,-96.7461
The Colony,33.0925,-96.8976
Burke,38.7773,-77.2633
Freeport,40.6515,-73.585
El Centro,32.7865,-115.5595
Shakopee,44.7745,-93.4772
Wilkes-Barre,41.2469,-75.876
Lompoc,34.6618,-120.4714
Hicksville,40.7637,-73.5245
Oakland Park,26.178,-80.1528
Lombard,41.8741,-88.0157
Concord,43.2305,-71.5595
Berkeley,39.9156,-74.1923
Pittsfield,42.4517,-73.2605
North Brunswick,40.4505,-74.4798
Greenacres,26.627,-80.1371
Oakley,37.9929,-121.6952
Linden,40.6251,-74.2383
Campbell,37.2802,-121.9539
Danville,37.8121,-121.9698
North Miami Beach,25.9302,-80.1659
Clermont,28.5325,-81.7208
San Bruno,37.6256,-122.4313
Channelview,29.7914,-95.1144
Ormond Beach,29.2985,-81.1014
Huber Heights,39.8595,-84.113
Woonsocket,42.001,-71.4993
Hillsborough,40.4985,-74.674
Buffalo Grove,42.1675,-87.9615
West Babylon,40.7129,-73.3585
Catonsville,39.2646,-76.7424
Altadena,34.1927,-118.1346
Edmonds,47.8115,-122.3533
Linton Hall,38.7551,-77.575
Spanish Fork,40.1101,-111.6405
Newnan,33.3767,-84.7761
Vineyard,38.474,-121.324
Jefferson City,38.5676,-92.1759
Manassas,38.7479,-77.4838
Woodbridge,38.6409,-77.258
Puyallup,47.1793,-122.2902
Schertz,29.565,-98.2535
Coppell,32.9639,-96.9903
Danville,36.5831,-79.4088
North Fort Myers,26.7244,-81.8485
Columbia,35.6238,-87.0484
Moline,41.4821,-90.492
Beverly,42.5681,-70.8627
Midland,43.6241,-84.2319
Annandale,38.8324,-77.196
Coachella,33.6905,-116.143
Woodlawn,39.3054,-76.7489
Meadow Woods,28.3698,-81.3467
Coram,40.8812,-73.0059
Belleville,38.5164,-89.99
Peachtree Corners,33.967,-84.232
Cortlandt,41.2552,-73.9018
Hollister,36.8555,-121.3986
Holly Springs,35.6526,-78.8399
Delaware,40.2851,-83.0741
Rancho Palos Verdes,33.7554,-118.3634
Waxahachie,32.4035,-96.8446
Billerica,42.5587,-71.2673
Hempfield,40.2847,-79.5841
Mableton,33.8133,-84.5655
Fitchburg,42.5912,-71.8156
Bullhead City,35.1205,-114.5461
Marlboro,40.3427,-74.2567
Teaneck,40.89,-74.0107
Grove City,39.8654,-83.069
Maplewood,44.9842,-93.0247
Marion,42.0451,-91.585
Marlborough,42.3494,-71.5468
Brookfield,43.064,-88.1231
French Valley,33.5999,-117.1069
Shelton,41.306,-73.1383
Pine Bluff,34.2116,-92.0173
Kearny,40.7528,-74.1202
Hallandale Beach,25.9854,-80.1423
Germantown,35.0829,-89.7824
Milton,34.1353,-84.3139
Woburn,42.4869,-71.1543
Lancaster,32.5922,-96.7739
Reynoldsburg,39.9588,-82.7943
Covington,39.0334,-84.5166
Friendswood,29.511,-95.1981
Penn Hills,40.4762,-79.8254
Weslaco,26.1599,-97.9877
Land O' Lakes,28.2075,-82.4476
Essex,39.3021,-76.4449
Bartlett,41.9804,-88.2071
Westfield,42.1382,-72.7561
Annapolis,38.9706,-76.5047
DeKalb,41.9314,-88.7481
Cedar Falls,42.5195,-92.4536
Manalapan,40.28,-74.3436
Lancaster,39.7248,-82.6049
Brighton,39.9716,-104.7963
Crystal Lake,42.2333,-88.3351
Lake Oswego,45.4129,-122.7004
Severna Park,39.087,-76.5687
Findlay,41.0469,-83.6379
Saratoga Springs,40.345,-111.9154
New Berlin,42.9726,-88.1291
Culver City,34.0058,-118.3968
Indian Trail,35.0699,-80.6452
Duncanville,32.646,-96.9127
Valley Stream,40.6647,-73.7043
Clinton,38.7499,-76.9063
The Acreage,26.774,-80.2779
Romeoville,41.6318,-88.0997
Hurst,32.8353,-97.1809
Post Falls,47.7213,-116.9384
Hutchinson,38.0671,-97.9081
Chelsea,42.3959,-71.0325
Waipahu,21.3859,-158.0101
Lynnwood,47.8284,-122.3033
Winslow,39.7027,-74.9029
Northampton,40.2104,-75.0014
Lincoln Park,42.2432,-83.1811
Fort Lee,40.8509,-73.9713
Cape Girardeau,37.3109,-89.5597
Montclair,40.8253,-74.2111
Hobbs,32.7281,-103.16
Carol Stream,41.9181,-88.1307
Plant City,28.014,-82.1201
Aventura,25.9566,-80.1371
Lebanon,36.204,-86.3481
Streamwood,42.0209,-88.1779
Oviedo,28.658,-81.1872
Mount Juliet,36.199,-86.5115
Ossining,41.1559,-73.8564
Quincy,39.9336,-91.3799
Issaquah,47.5439,-122.0471
Parkland,47.1417,-122.4376
Park Ridge,42.0125,-87.8436
Cottage Grove,44.8161,-92.9274
Bell Gardens,33.9663,-118.155
San Gabriel,34.0949,-118.099
Warren,41.239,-80.8174
Security-Widefield,38.7489,-104.7142
Grants Pass,42.4333,-123.3317
Keizer,45.0028,-123.0243
Penfield,43.1602,-77.4483
Roy,41.1714,-112.0485
Bettendorf,41.5657,-90.4765
Westerville,40.1241,-82.921
Royal Palm Beach,26.7038,-80.2241
Haverstraw,41.2055,-74.0384
Apache Junction,33.3985,-111.535
Navarre,30.4174,-86.8907
Wheeling,42.1308,-87.924
Lake Stevens,48.0024,-122.0953
Rexburg,43.8226,-111.7919
Braintree,42.2039,-71.0022
Urbana,40.1107,-88.1973
Shrewsbury,42.2842,-71.7154
Rosenberg,29.5456,-95.8223
West Fargo,46.8573,-96.9057
La Presa,32.711,-117.0027
Menomonee Falls,43.1487,-88.1227
Vestavia Hills,33.4518,-86.7437
Calexico,32.6849,-115.4944
Valrico,27.9193,-82.2293
La Vergne,36.02,-86.5586
Atlantic City,39.3797,-74.4527
Clovis,34.4376,-103.1923
Peachtree City,33.3942,-84.571
Phenix City,32.4585,-85.0253
DeLand,29.0225,-81.2875
Mechanicsville,37.6263,-77.3561
Stanton,33.8003,-117.9935
Holyoke,42.2125,-72.6411
Winter Springs,28.6889,-81.2703
Owasso,36.2878,-95.8311
Prattville,32.4597,-86.4573
East Point,33.6696,-84.4701
Clifton Park,42.8587,-73.8242
Pacifica,37.6113,-122.4782
Hot Springs,34.4892,-93.0501
Adelanto,34.5814,-117.4397
Princeton,25.5396,-80.3971
Northglenn,39.9108,-104.9783
Tupelo,34.2692,-88.7318
La Quinta,33.6536,-116.2785
Elmont,40.7033,-73.7078
Mission Bend,29.6948,-95.6658
Montclair,34.0715,-117.6981
La Puente,34.0323,-117.9533
Carpentersville,42.1227,-88.2896
Cheltenham,40.0781,-75.1382
Belleville,40.795,-74.1617
Sun City,33.6165,-112.2819
Portage,41.5856,-87.1797
Hilton Head Island,32.1896,-80.7499
Galloway,39.4914,-74.4803
Riviera Beach,26.7813,-80.0741
Monrovia,34.165,-117.9921
Foothill Farms,38.6867,-121.3475
Rome,34.2662,-85.1863
South Valley,35.0093,-106.6819
New Albany,38.309,-85.8234
Lewiston,44.0915,-70.1681
Winchester,36.1365,-115.137
Greenfield,42.9619,-88.0052
Georgetown,38.2247,-84.5487
Evans,33.5619,-82.1351
Pleasant Grove,40.3716,-111.7412
Oregon City,45.3418,-122.5924
Bartlesville,36.7365,-95.9456
Rock Island,41.4699,-90.5827
Hanover Park,41.9818,-88.1446
Leavenworth,39.3239,-94.924
Martinez,37.9985,-122.1161
Greer,34.933,-82.2313
Tucker,33.8436,-84.2024
Pennsauken,39.9649,-75.0563
Richmond West,25.6105,-80.4297
Muskogee,35.7432,-95.3567
Guilderland,42.708,-73.9631
Claremont,34.1259,-117.7153
Kearns,40.6519,-112.0095
East Meadow,40.7197,-73.5604
Wildomar,33.6173,-117.2582
Brighton,43.1175,-77.5835
Richfield,44.8763,-93.2829
Estero,26.4276,-81.7951
Beloit,42.523,-89.0184
Natick,42.2847,-71.3497
Oakton,38.8887,-77.3016
Central Islip,40.7836,-73.1945
Franklin,42.8854,-88.0104
Upper Arlington,40.0272,-83.0704
Copperas Cove,31.1192,-97.914
Andover,42.6466,-71.1651
Tooele,40.5393,-112.3082
Oak Creek,42.8803,-87.9009
Cumberland,41.9703,-71.4198
Yorktown,41.2727,-73.8092
Randallstown,39.3723,-76.8024
Merrillville,41.4728,-87.3196
Chelmsford,42.6,-71.3631
Temple City,34.1022,-118.0579
Carrollwood,28.0577,-82.5148
Ewing,40.265,-74.8006
Hilliard,40.0353,-83.1578
Dunedin,28.0329,-82.7862
Moorpark,34.2861,-118.8768
Roseville,45.0155,-93.1545
Egypt Lake-Leto,28.0177,-82.5062
Farmers Branch,32.9272,-96.8804
Marion,40.5973,-83.1227
Lauderdale Lakes,26.1682,-80.2017
Chillum,38.9666,-76.9791
Orangevale,38.6881,-121.2209
Sun Prairie,43.1825,-89.2362
Cedar City,37.6834,-113.0956
La Porte,29.6689,-95.0484
Commack,40.8435,-73.2833
Riverhead,40.9408,-72.7095
Norristown,40.1225,-75.3398
Calumet City,41.6134,-87.5505
South Miami Heights,25.5886,-80.3862
Addison,41.9313,-88.0085
Inver Grove Heights,44.8247,-93.0596
Coventry,41.6934,-71.6611
El Mirage,33.5905,-112.3271
Richmond,39.8318,-84.8905
Midvale,40.6148,-111.8927
Kendall West,25.7065,-80.4388
Lima,40.741,-84.112
Freehold,40.2233,-74.2986
Gahanna,40.0251,-82.8637
Olney,39.1465,-77.0715
Torrington,41.8349,-73.1282
Kaneohe,21.4062,-157.7904
North Ridgeville,41.3852,-82.0195
San Juan,26.1903,-98.152
Midlothian,32.4669,-96.989
Salisbury,35.6658,-80.4905
Socorro,31.6383,-106.2601
Fuquay-Varina,35.5953,-78.7778
Oakville,38.4479,-90.3199
West Hollywood,34.0883,-118.3719
Westmont,33.9417,-118.3018
Fruit Cove,30.0972,-81.6175
Benton,34.5776,-92.5713
Brunswick,41.2465,-81.8198
Wildwood,38.58,-90.6698
Douglasville,33.7384,-84.7054
Springville,40.1638,-111.6205
San Luis,32.4911,-114.7089
Watertown Town,42.37,-71.1774
Woodstock,34.1026,-84.5091
Fair Oaks,38.8653,-77.3586
Manhattan Beach,33.8894,-118.3967
San Juan Capistrano,33.5008,-117.6544
Plainfield,39.6954,-86.3716
Bethlehem,42.5856,-73.8219
Owings Mills,39.4115,-76.7913
Meridian,32.3846,-88.6896
Cookeville,36.1482,-85.5109
Northbrook,42.1292,-87.8352
Fair Lawn,40.9359,-74.1177
Monroe,35.0063,-80.5596
Richmond,37.7307,-84.2925
University City,38.6657,-90.3315
Parkland,26.3219,-80.2533
Oswego,41.6834,-88.3372
Oildale,35.4293,-119.0306
Graham,47.0322,-122.2827
Mason,39.3571,-84.3023
Montgomery Village,39.1788,-77.1954
Long Beach,40.5887,-73.666
Hinesville,31.8248,-81.6137
Golden Glades,25.9129,-80.2013
Del Rio,29.3708,-100.8801
Goshen,41.5743,-85.8309
University Place,47.2147,-122.5461
Randolph,42.1778,-71.0539
Butte,45.902,-112.6571
Falls,40.1686,-74.7915
Huntington Station,40.8446,-73.405
Pleasant Hill,37.9539,-122.0759
Manitowoc,44.0991,-87.6812
Fairborn,39.801,-84.0094
San Dimas,34.1082,-117.809
Stow,41.1765,-81.4344
McMinnville,45.211,-123.1918
College Park,38.996,-76.9337
Kiryas Joel,41.3411,-74.1667
Lakewood Ranch,27.4185,-82.3948
Pueblo West,38.3465,-104.7246
Merritt Island,28.3139,-80.6708
Derry,42.8888,-71.2804
Lewiston,46.3934,-116.9933
Timberwood Park,29.6995,-98.4838
Sahuarita,31.9323,-110.9654
Dakota Ridge,39.6192,-105.1344
Lexington,42.4456,-71.2307
Prairieville,30.3151,-90.9571
Eastchester,40.9536,-73.8133
Redmond,44.2612,-121.181
Lufkin,31.3217,-94.7277
Pikesville,39.3893,-76.702
Eastpointe,42.4657,-82.9461
Deer Park,29.6898,-95.1151
Cooper City,26.0463,-80.2862
Westlake,41.4524,-81.9294
Woodridge,41.737,-88.0409
Spanaway,47.0979,-122.4233
Valparaiso,41.4783,-87.0506
American Fork,40.3783,-111.7953
North Providence,41.8616,-71.4575
City of Orange,40.7681,-74.2348
Windsor,40.469,-104.9198
Gadsden,34.0086,-86.0157
Walla Walla,46.0671,-118.3368
New City,41.1542,-73.9912
Kearney,40.7011,-99.0833
Leawood,38.9075,-94.6258
Baldwin,40.6511,-73.6075
Martinez,33.5209,-82.0985
Mount Lebanon,40.3752,-80.0494
Crown Point,41.4143,-87.3457
Carmel,41.3899,-73.7239
Fallbrook,33.3693,-117.2259
Upper Merion,40.0902,-75.3791
Englewood,39.6468,-104.9942
East Lake,28.1206,-82.6868
Goldsboro,35.3778,-77.9717
Ken Caryl,39.577,-105.1144
Canton,34.2467,-84.4897
Warminster,40.2043,-75.0915
Manlius,43.049,-75.9792
West Little River,25.8571,-80.2367
Alabaster,33.2198,-86.8225
Bell,33.9801,-118.1798
Kennesaw,34.026,-84.6177
South Riding,38.912,-77.5132
Menlo Park,37.4685,-122.1673
Buenaventura Lakes,28.3349,-81.3539
Bethel Park,40.3238,-80.0364
Petersburg,37.2043,-77.3913
Radnor,40.0287,-75.3675
Cottonwood Heights,40.6137,-111.8144
Foster City,37.5553,-122.2659
Ross,40.5256,-80.0243
Uniondale,40.7176,-73.5947
Lower Makefield,40.2309,-74.855
Statesboro,32.4375,-81.7751
Cranberry,40.7104,-80.1059
Gillette,44.2752,-105.4982
Salina,43.1023,-76.1768
Brooklyn Center,45.0681,-93.3162
Los Gatos,37.2304,-121.9562
Glendale Heights,41.9196,-88.0785
Kingman,35.217,-114.0105
Chester,39.8456,-75.3718
Harker Heights,31.0572,-97.6446
Dana Point,33.4733,-117.6967
Hampden,40.2602,-76.9809
Spring Valley,41.1151,-74.0486
Clarence,43.0196,-78.6375
Syracuse,41.0859,-112.0698
Franklin,42.0862,-71.4113
St. Charles,41.9193,-88.3109
Fair Oaks,38.6504,-121.2496
Sherwood,34.8507,-92.2029
Kaysville,41.029,-111.9456
Falmouth,41.5913,-70.5912
Des Moines,47.3914,-122.3156
Goleta,34.4361,-119.8594
Cibolo,29.5634,-98.2115
Andover,45.2571,-93.3265
Lawrence,40.2954,-74.7205
Rochester,43.299,-70.9787
Helena,46.5965,-112.0202
Elk Grove Village,42.0064,-87.9921
Spring Valley,32.7317,-116.9766
Garfield,40.8791,-74.1085
Ferry Pass,30.5205,-87.1899
Savage,44.7545,-93.3632
Lower Macungie,40.5303,-75.57
Beverly Hills,34.0786,-118.4021
Desert Hot Springs,33.955,-116.5429
Clearfield,41.103,-112.0238
Dartmouth,41.6138,-70.9973
Dracut,42.6832,-71.301
Wheat Ridge,39.7728,-105.1028
North Olmsted,41.4149,-81.919
Massillon,40.7838,-81.5254
Weatherford,32.7536,-97.7723
Pasadena,39.1552,-76.5537
Nacogdoches,31.6134,-94.6528
Juneau,58.4546,-134.1739
O'Fallon,38.5974,-89.9148
Pekin,40.5678,-89.6251
Florence,38.9899,-84.6471
Canyon Lake,29.8761,-98.2611
Rome,43.226,-75.4909
Aiken,33.5303,-81.7271
Marrero,29.8871,-90.1126
Pullman,46.7336,-117.168
Franklin Square,40.7002,-73.6775
Needham,42.2814,-71.2411
Deptford,39.8157,-75.1181
Warwick,41.2597,-74.3614
Long Branch,40.2965,-73.9915
South Kingstown,41.4458,-71.544
San Pablo,37.9629,-122.3426
Centereach,40.8681,-73.0821
Maryville,35.7468,-83.9789
Cleburne,32.3568,-97.4151
Willingboro,40.028,-74.8882
Atwater,37.3529,-120.5959
Newburgh,41.5531,-74.0599
North Huntingdon,40.3294,-79.7336
Carlsbad,32.401,-104.2388
Duluth,34.0053,-84.1492
Tredyffrin,40.0663,-75.454
Laramie,41.3099,-105.6085
Bangor,44.8323,-68.7906
Dania Beach,26.0593,-80.1637
Garner,35.6936,-78.6181
West Bend,43.4173,-88.1818
Naugatuck,41.489,-73.0518
Mundelein,42.2693,-88.0102
Holladay,40.66,-111.8226
Lawndale,33.8884,-118.3531
Lake Magdalene,28.0875,-82.4791
Oak Ridge,35.9639,-84.2938
Milford Mill,39.3444,-76.7668
Prosper,33.2394,-96.8087
Oceanside,40.6328,-73.6364
Cornelius,35.4724,-80.8813
Shawnee,35.3531,-96.9647
New Bern,35.0955,-77.0723
Opelika,32.6612,-85.3769
Ithaca,42.4442,-76.5032
Nicholasville,37.8906,-84.5668
Cicero,43.1662,-76.0662
Norwood,42.1861,-71.1948
Mamaroneck,40.9443,-73.7488
Redan,33.7394,-84.1644
Bel Air North,39.5543,-76.3732
Port Chester,41.0051,-73.668
La Verne,34.1207,-117.7703
LaGrange,33.0274,-85.0384
Laguna Hills,33.5918,-117.6991
Middle River,39.3436,-76.4253
Orcutt,34.8691,-120.4222
Los Altos,37.3684,-122.0965
West Falls Church,38.8648,-77.1878
North Royalton,41.3138,-81.745
Livingston,40.7855,-74.3291
Tewksbury,42.612,-71.2278
Sterling,39.0052,-77.405
Hopkinsville,36.8381,-87.4775
Springfield,38.781,-77.1839
Alamogordo,32.8837,-105.9625
Burlingame,37.5859,-122.3667
Bethany,45.5614,-122.837
Lakeside,30.1356,-81.7674
Ballwin,38.595,-90.55
Ridley,39.8854,-75.328
SeaTac,47.4444,-122.2986
West Warwick,41.6986,-71.5157
West Odessa,31.8389,-102.5003
North Chicago,42.3172,-87.8595
Voorhees,39.845,-74.9549
North Andover,42.6713,-71.0865
Westfield,40.6516,-74.3432
Zionsville,39.9897,-86.3182
Santa Paula,34.3545,-119.0656
Southlake,32.9545,-97.1503
Saratoga,37.2684,-122.0263
Northport,33.2586,-87.5993
Newark,39.6776,-75.7576
Niles,42.0278,-87.8099
Eagle,43.7223,-116.3866
Gurnee,42.3708,-87.9392
Miami Lakes,25.9125,-80.3214
Bay Shore,40.7288,-73.2495
Wallkill,41.4854,-74.3939
Parkville,39.3832,-76.5519
San Carlos,37.4982,-122.2677
Pittsford,43.0733,-77.5268
North Tonawanda,43.0457,-78.8659
Lawrenceville,33.9523,-83.9932
Princeton,40.3562,-74.6693
New Smyrna Beach,29.0249,-80.9652
Erie,40.0404,-105.0399
Rotterdam,42.8133,-74.0129
Austintown,41.0932,-80.7405
Sanford,35.4875,-79.177
Eldersburg,39.4041,-76.9528
Salem,42.7902,-71.2202
Seguin,29.5891,-97.9676
Liberty,39.2394,-94.4191
Bella Vista,36.4667,-94.2707
Drexel Heights,32.1453,-111.048
Highland Park,42.1823,-87.8104
Milford,42.1565,-71.5188
Middletown,41.4459,-74.4236
Bowling Green,41.3776,-83.6495
Granger,41.7374,-86.1348
Monterey,36.5919,-121.8808
Winter Park,28.5989,-81.3442
East Niles,35.3683,-118.9225
Chamblee,33.8842,-84.3007
Vero Beach South,27.6132,-80.4163
